hjres31,1,21,2,22668.4375,1.2499714568,1.4972877817,0.9143712694,0.0,0.0,REFERRED
hjres32,1,1,2,46678.8888888889,1.9279771394,2.2111082253,1.4233634222,0.0,0.0,REFERRED
hjres33,1,4,3,269190.928571429,1.3963758907,1.5009647732,0.9806002615,0.0,0.0,REFERRED
hjres34,1,76,3,22447.3333333333,0.9835441626,1.1135987647,0.6006288204,0.0,0.0,REFERRED
hjres35,1,19,3,4550.5714285714,1.3186170651,1.5981996804,0.9563615509,1.0,1.0,REFERRED
hjres36,1,9,3,34802.125,1.6813625419,2.0237247523,1.2100268476,1.0,1.0,REFERRED
hjres37,1,1,3,50369.1428571429,1.7434018867,2.0887635753,1.2689325361,1.0,1.0,REFERRED
hjres38,1,1,4,151166.2,1.8197208757,2.1827432131,1.2823941518,1.0,1.0,REFERRED
hjres39,1,1,4,55385.125,1.8908225787,2.2275799476,1.2485393666,1.0,1.0,REFERRED
hjres4,1,11,1,269190.928571429,1.3933250201,1.5778885077,0.9095601273,0.0,0.0,REFERRED
hjres40,1,20,4,13264.0769230769,1.2145642908,1.4042830951,0.8080702395,0.8,0.75,REFERRED
hjres41,1,18,4,12122.0322580645,1.439294226,1.6260664129,1.012666025,0.9,0.944444444444,REFERRED
hjres42,1,1,4,453096.555555556,2.0518279025,2.5622639221,1.636367959,0.0,0.0,REFERRED
hjres43,1,107,5,0,0.9365902698,0.9576432843,0.610129699,0.0,0.00934579439252,REFERRED
hjres44,1,26,5,36485.5384615385,1.5302195852,1.7965091356,1.0814953589,0.0,0.0,REFERRED
hjres45,1,2,5,36637.6666666667,1.7104231471,2.0545496569,1.1667375906,0.5,0.5,REFERRED
hjres46,1,4,5,116185.923076923,1.589845439,1.8064246728,1.0413442118,0.5,0.5,REFERRED
hjres47,1,32,5,42538.5,1.2159949491,1.4649892556,0.8385055783,0.8,0.84375,REFERRED
hjres48,1,1,5,29355.9333333333,1.9905557408,2.249746869,1.3459293,1.0,1.0,REFERRED
hjres49,1,1,6,174769.25,1.5488900188,1.9655819265,1.2547999826,1.0,1.0,REFERRED
hjres5,1,3,1,65065.4444444445,1.4802436236,1.7528045339,0.9954124314,1.0,1.0,REFERRED
hjres50,1,81,6,17149.0625,0.9987880912,1.1116329327,0.5294206581,1.0,0.987654320988,REFERRED
hjres51,1,60,6,88743.6,1.0427273984,1.3223093025,0.7850797097,0.9,0.95,REFERRED
hjres52,1,4,7,22990.25,1.6842819144,2.110933356,1.4086366343,0.8,0.75,REFERRED
hjres53,1,6,7,22990.25,1.5191617257,1.9045042932,1.2352632359,1.0,1.0,REFERRED
hjres54,1,5,7,22990.25,1.655281486,1.9243078283,1.225305819,1.0,1.0,REFERRED
hjres55,1,11,8,48048.8888888889,1.4430562933,1.7705700183,1.1395874437,1.0,1.0,REFERRED
hjres56,1,177,8,14662.5365853659,0.9781820092,1.134900291,0.5931264547,0.0,0.0282485875706,REFERRED
hjres57,1,1,8,55385.125,1.6589912135,2.0111566564,1.2678552241,1.0,1.0,REFERRED
hjres58,1,13,9,9231.8857142857,1.4813706451,1.688974845,0.9949737628,1.0,1.0,REFERRED
hjres59,1,1,9,56925,1.4294004508,1.7404815655,1.1072613573,1.0,1.0,ENACTED:SIGNED
hjres6,1,1,1,65065.4444444445,1.6619539409,2.0698772305,1.4143434,1.0,1.0,REFERRED
hjres60,1,2,9,20323.5769230769,1.9433919451,2.4164426094,1.5225126149,0.5,0.5,REFERRED
hjres61,1,1,9,40434.45,1.5095157197,1.8152795481,1.132773666,0.0,0.0,REFERRED
hjres62,1,83,9,71391.6666666667,0.9726377286,1.0012451699,0.6856550664,1.0,0.975903614458,REFERRED
hjres63,1,1,9,51087.1428571429,1.7194244839,1.9450968398,1.0487830404,1.0,1.0,REFERRED
hjres64,1,57,9,18849.5263157895,1.0553977371,1.3385482207,0.8764164528,1.0,0.982456140351,REFERRED
hjres65,1,1,9,20721.3,1.7318657369,2.0459888621,1.300049706,1.0,1.0,REFERRED
hjres66,1,5,9,50410.90625,1.513335576,1.8740719847,1.3197601817,1.0,1.0,REFERRED
hjres67,1,1,9,20721.3,1.7104440372,2.044212989,1.1561611886,1.0,1.0,REFERRED
hjres68,1,36,9,61998.1176470588,1.1515238479,1.4774769136,0.936431534,0.1,0.111111111111,REFERRED
hjres69,1,1,9,50410.90625,1.7475894099,2.0963072003,1.1360069559,1.0,1.0,REFERRED
hjres7,1,2,1,10258.3571428571,1.6575923285,2.0844065929,1.3748206084,0.0,0.0,REFERRED
hjres70,1,1,10,256852.3125,1.7347654004,2.1769644516,1.3339883958,1.0,1.0,PASS_OVER:HOUSE
hjres71,1,1,10,109248,1.6768902966,2.0737425835,1.3316330981,0.0,0.0,PASS_OVER:HOUSE
hjres72,1,1,10,22990.25,1.4832538714,1.764440444,1.139313542,1.0,1.0,PASS_OVER:HOUSE
hjres73,1,1,10,35533.5,1.6411741328,1.8954816246,1.0874314796,1.0,1.0,PASS_OVER:HOUSE
hjres74,1,1,10,81263.5,1.8632496302,2.3437566462,1.4865146473,1.0,1.0,REFERRED
hjres75,1,1,10,89802.2857142857,1.9591058063,2.3306733214,1.4274255927,1.0,1.0,PASS_OVER:HOUSE
hjres76,1,1,10,77772,1.4614138395,1.766043514,1.1191360385,1.0,1.0,ENACTED:SIGNED
hjres77,1,1,10,89802.2857142857,1.4825554511,1.7790053213,1.0973888936,1.0,1.0,PASS_OVER:HOUSE
hjres78,1,1,10,0,1.8423993148,2.1170420542,1.2701905716,0.0,0.0,REFERRED
hjres79,1,1,10,41489.4545454545,1.7783881955,2.0977485467,1.2458550164,1.0,1.0,PASS_OVER:HOUSE
hjres8,1,1,1,44275.7419354839,1.520371504,1.7894873685,1.1672369877,1.0,1.0,REFERRED
hjres80,1,1,10,256852.3125,1.8224849978,2.1549361106,1.4097412181,1.0,1.0,PASS_OVER:HOUSE
hjres81,1,1,10,68729.1666666667,1.721259662,2.2103374572,1.4698752911,1.0,1.0,REFERRED
hjres82,1,1,10,56925,1.8238553305,2.2219524112,1.2922714161,1.0,1.0,REFERRED
hjres83,1,1,10,56925,1.6524761193,1.9712623549,1.2194198462,1.0,1.0,REFERRED
hjres84,1,1,10,56925,1.507717274,1.7487239499,1.0055942705,1.0,1.0,PASS_OVER:HOUSE
hjres85,1,1,10,41489.4545454545,1.5840682091,1.9053757064,1.2308658486,1.0,1.0,PASS_OVER:HOUSE
hjres86,1,1,10,88281.9473684211,1.8837523688,2.1186691615,1.0631287116,1.0,1.0,REFERRED
hjres87,1,1,10,88281.9473684211,1.6024738909,1.9638460044,1.1600414912,1.0,1.0,REFERRED
hjres88,1,1,10,88281.9473684211,1.7450470917,2.1087775002,1.1882505957,1.0,1.0,REFERRED
hjres89,1,1,10,56925,1.7249268951,2.1738829301,1.414845571,1.0,1.0,PASS_OVER:HOUSE
hjres9,1,1,1,15965.3,1.7492593189,2.0253243426,1.0985700505,1.0,1.0,REFERRED
hjres90,1,1,10,56925,1.6119681638,2.0144821145,1.2925978162,1.0,1.0,PASS_OVER:HOUSE
hjres91,1,21,10,77772,1.1600926689,1.469515042,0.9258868554,0.5,0.52380952381,ENACTED:SIGNED
hjres92,1,1,10,35533.5,1.8063183017,2.1395814299,1.2239626204,1.0,1.0,REFERRED
hjres93,1,3,10,162396.466666667,1.5862270376,1.8876142022,1.1764318336,0.7,0.666666666667,REFERRED
hjres94,1,16,10,27412.5,1.4698609103,1.6880561353,0.8384185615,0.9,0.9375,REFERRED
hjres95,1,1,10,152311,1.9171614866,2.409769737,1.5422704452,1.0,1.0,REFERRED
hjres96,1,4,10,18849.5263157895,1.4050623942,1.7374100967,1.1416417217,0.8,0.75,REFERRED
hjres97,1,1,10,73796.4117647059,1.5458850467,1.9104190482,1.1649277285,1.0,1.0,REFERRED
hjres98,1,9,10,31322.8,1.4935102174,1.8189403353,1.1448049726,1.0,1.0,REFERRED
hjres99,1,1,10,94143.7142857143,1.8130067334,2.036293828,1.0370871685,1.0,1.0,PASS_OVER:HOUSE
hr10,1,23,4,138860.5,1.3531917058,1.5653981073,0.8897212702,0.8,0.826086956522,PASS_OVER:HOUSE
hr100,1,14,1,16293.8181818182,1.5630484709,1.8778748885,1.2563034344,0.0,0.0,REFERRED
hr1000,1,58,3,16293.8181818182,0.9417750847,1.136123262,0.7415078586,0.0,0.0,REFERRED
hr1001,1,19,3,0,1.4358942046,1.6922475482,0.9923489555,0.4,0.421052631579,REFERRED
hr1002,1,16,3,11823.4705882353,1.9351816841,1.9874907349,1.1385922859,0.0,0.0,REFERRED
hr1003,1,7,3,274242,1.3228904072,1.6145778102,0.9924623465,0.7,0.714285714286,REPORTED
hr1004,1,5,3,165321,1.4567700063,1.704958619,1.047885681,0.0,0.0,REFERRED
hr1005,1,57,3,71391.6666666667,1.0944687377,1.2945817074,0.7214128051,1.0,0.964912280702,REFERRED
hr1006,1,3,3,37163.0714285714,1.5636267139,1.8077673322,1.0764161964,0.7,0.666666666667,REFERRED
hr1007,1,4,3,65955.8181818182,1.5980289051,1.8479804833,1.1410336762,0.3,0.25,REFERRED
hr1008,1,104,3,736801.666666667,1.0162425056,1.2102517173,0.6215186958,0.1,0.134615384615,REFERRED
hr1009,1,33,3,14067.2413793103,0.9135657247,1.0411730726,0.6779660822,0.3,0.30303030303,REFERRED
hr101,1,8,1,16293.8181818182,1.378481514,1.6305755027,0.9949098545,0.0,0.0,REFERRED
hr1010,1,198,3,9392.1111111111,0.9720020115,0.9729718738,0.6347377595,0.0,0.0,REFERRED
hr1011,1,4,3,104234.166666667,1.3224604643,1.5745169219,1.001503751,1.0,1.0,REFERRED
hr1012,1,29,3,102711.578947368,1.1892292245,1.3741844297,0.7864938,0.0,0.0344827586207,REFERRED
hr1013,1,2,3,55193.8888888889,1.5748046818,2.0040585984,1.3218060208,1.0,1.0,REFERRED
hr1014,1,74,3,51394,0.9693186278,1.1669186717,0.7359851,0.6,0.608108108108,REFERRED
hr1015,1,170,3,40434.45,1.0071403633,1.291659313,0.750322123,0.3,0.323529411765,REFERRED
hr1016,1,3,3,91191.5185185185,1.4033663555,1.697832979,1.0935536822,0.0,0.0,REFERRED
hr1017,1,2,3,9231.8857142857,1.8676477433,2.1897172327,1.427375216,1.0,1.0,REFERRED
hr1018,1,12,3,382.3529411765,0.9810160702,1.1180633409,0.7688044209,0.1,0.0833333333333,REFERRED
hr1019,1,26,3,13596,1.498434566,1.7403755578,1.0044048494,0.0,0.0,REFERRED
hr102,1,6,1,16293.8181818182,1.9203656251,2.2666319878,1.3614342004,0.0,0.0,REFERRED
hr1020,1,243,3,71000.8947368421,1.009768327,1.3054518716,0.7695863458,0.6,0.609053497942,REFERRED
hr1021,1,1,3,62632.380952381,1.5500007975,1.7742912025,1.1252639106,1.0,1.0,REFERRED
hr1022,1,2,3,90071.875,1.7269871388,1.9686596958,1.1718784599,0.0,0.0,PROV_KILL:SUSPENSIONFAILED
hr1023,1,1,3,517380.5,1.5126493886,1.7598222765,1.0783204397,0.0,0.0,REFERRED
hr1024,1,171,3,82708.3076923077,1.0152546753,1.2653248547,0.6908840799,0.5,0.491228070175,REFERRED
hr1025,1,10,3,73885.7857142857,1.3956130637,1.62442576,0.9177597145,0.0,0.0,REFERRED
hr1026,1,43,3,55385.125,1.0194364083,1.2598927054,0.8035936465,0.9,0.906976744186,REFERRED
hr1027,1,18,3,19080.7222222222,1.2917115378,1.5550963067,0.9147254674,0.0,0.0,REFERRED
hr1028,1,4,3,21363.6363636364,1.4913408774,1.8818706769,1.3399821959,0.0,0.0,REFERRED
hr1029,1,32,3,20323.5769230769,1.0611472673,1.3266360205,0.8127453884,0.0,0.0,REFERRED
hr103,1,2,1,15610.1764705882,1.9532687812,2.2215303515,1.33100257,0.0,0.0,REFERRED
hr1030,1,25,3,20323.5769230769,1.0512566204,1.1995051871,0.7125612003,0.0,0.0,REFERRED
hr1031,1,1,3,20323.5769230769,1.6052057089,1.8584474417,1.0809558048,0.0,0.0,REFERRED
hr1032,1,13,3,32815.625,1.1690599385,1.4524946294,0.9093889914,0.8,0.846153846154,REFERRED
hr1033,1,16,3,14846.3333333333,1.2107443562,1.4311946419,0.919016446,0.3,0.25,PASS_OVER:HOUSE
hr1034,1,2,3,58395.9090909091,1.4366494307,1.7070789936,1.0703563999,0.0,0.0,REFERRED
hr1035,1,3,3,62724.7,1.4018391436,1.670003807,1.1478249315,0.3,0.333333333333,PASS_OVER:HOUSE
hr1036,1,10,3,24298.64,1.3793929421,1.6609549881,1.0276250236,0.4,0.4,ENACTED:SIGNED
hr1037,1,17,3,45214.8461538462,1.5219487025,1.7810347912,1.1031123633,0.0,0.0,REFERRED
hr1038,1,43,3,66216.4,1.1002863681,1.4103776214,0.8923941156,0.5,0.488372093023,PASS_OVER:HOUSE
hr1039,1,42,3,44275.7419354839,1.0532593167,1.2712649071,0.8407092268,1.0,0.952380952381,REFERRED
hr104,1,29,1,43025.7894736842,1.1051408463,1.2821273542,0.7280126918,0.9,0.862068965517,REFERRED
hr1040,1,12,3,25860.5483870968,1.4774209745,1.5813751883,0.8645650699,0.9,0.916666666667,REFERRED
hr1041,1,10,3,20551,1.6136932047,1.7639116088,0.919199257,0.0,0.0,REFERRED
hr1042,1,1,3,0,1.7287443469,2.0682441205,1.2768389195,0.0,0.0,REFERRED
hr1043,1,1,3,0,1.8312044982,2.1663052752,1.2724192089,0.0,0.0,REFERRED
hr1044,1,1,3,0,2.0629865105,2.4490460611,1.3315354873,0.0,0.0,REFERRED
hr1045,1,1,3,0,1.6700508652,1.8270313893,0.9000412887,0.0,0.0,REFERRED
hr1046,1,1,3,0,1.7683316118,2.1698240103,1.2207154918,0.0,0.0,REFERRED
hr1047,1,1,3,0,2.0320073341,2.4144432285,1.3787681597,0.0,0.0,REFERRED
hr1048,1,1,3,0,1.9905200089,2.206005551,1.4137610065,0.0,0.0,REFERRED
hr1049,1,1,3,0,1.7235080385,2.0635617277,1.180954274,0.0,0.0,REFERRED
hr105,1,1,1,43025.7894736842,1.3829876199,1.7047596156,1.1188821362,1.0,1.0,REFERRED
hr1050,1,1,3,0,2.0846005503,2.2696633911,1.0680228045,0.0,0.0,REFERRED
hr1051,1,1,3,0,2.0375470027,2.2270709843,1.2210627321,0.0,0.0,REFERRED
hr1052,1,1,3,0,1.6833092405,1.9790102169,1.2127228708,0.0,0.0,REFERRED
hr1053,1,1,3,0,1.5210336404,1.885956938,1.321388621,0.0,0.0,REFERRED
hr1054,1,1,3,0,1.6850411838,2.2233053384,1.4741223111,0.0,0.0,REFERRED
hr1055,1,1,3,0,1.7895456987,2.1756032564,1.2609705284,0.0,0.0,REFERRED
hr1056,1,1,3,0,1.753911885,2.0866373968,1.1742490412,0.0,0.0,REFERRED
hr1057,1,1,3,0,1.7599936635,2.137720649,1.2563039125,0.0,0.0,REFERRED
hr1058,1,1,3,0,1.6236440597,2.0162031992,1.3108259244,0.0,0.0,REFERRED
hr1059,1,1,3,0,1.7930410814,2.1396396724,1.4162252123,0.0,0.0,REFERRED
hr106,1,17,1,73369.85,1.395049411,1.6333268187,0.9384072604,0.9,0.882352941176,REFERRED
hr1060,1,1,3,0,1.8771460945,2.2635537011,1.3727925188,0.0,0.0,REFERRED
hr1061,1,1,3,0,1.7935304158,2.2927089074,1.3529136908,0.0,0.0,REFERRED
hr1062,1,24,3,43025.7894736842,1.1783493873,1.4431797531,0.947196065,1.0,1.0,PASS_OVER:HOUSE
hr1063,1,10,3,21510.0769230769,1.4170148489,1.7650917366,1.2897516965,1.0,1.0,REPORTED
hr1064,1,42,3,55385.125,1.0999389708,1.3824019678,0.8151268842,0.7,0.666666666667,REFERRED
hr1065,1,15,3,43025.7894736842,1.3281792308,1.4762473264,0.7466767065,1.0,1.0,REFERRED
hr1066,1,1,3,453096.555555556,1.7056813665,2.0105461171,1.1550029357,0.0,0.0,REFERRED
hr1067,1,2,3,83556.2666666667,1.8980268424,2.2669994873,1.4168834232,0.5,0.5,PASS_OVER:HOUSE
hr1068,1,2,3,83556.2666666667,1.6425309356,1.8293833583,0.9227042659,0.5,0.5,PASS_OVER:HOUSE
hr1069,1,1,3,54541.8571428572,1.8128507327,2.1332942067,1.1869158225,1.0,1.0,REFERRED
hr107,1,39,1,73369.85,1.1342499368,1.456689939,0.8551923193,1.0,1.0,REFERRED
hr1070,1,130,3,92769.3333333333,0.9992530681,1.2134241202,0.6230128763,0.3,0.269230769231,REFERRED
hr1071,1,3,3,69610.6666666667,1.4433330582,1.6931847983,0.9692882478,0.7,0.666666666667,ENACTED:SIGNED
hr1072,1,27,3,28900,1.6582855099,1.9027196871,1.1868599081,1.0,1.0,REFERRED
hr1073,1,4,3,7690.9090909091,1.6866177176,1.9230635131,1.2859306468,0.5,0.5,PASS_OVER:HOUSE
hr1074,1,166,3,46045.3076923077,1.0148993135,1.2833992394,0.7153502344,0.5,0.457831325301,REFERRED
hr1075,1,3,3,18849.5263157895,1.4480855601,1.689888062,1.0727487238,0.7,0.666666666667,REFERRED
hr1076,1,7,3,67638.5454545455,1.463457523,1.834345547,1.2674169566,0.9,0.857142857143,REFERRED
hr1077,1,69,3,62213.8,1.0707985149,1.2354966286,0.5837052206,0.8,0.811594202899,REFERRED
hr1078,1,58,3,9231.8857142857,1.1265356012,1.4269800974,0.8765448568,1.0,0.965517241379,REFERRED
hr1079,1,12,3,16084.8695652174,1.4200872936,1.7162665505,1.2140513424,0.1,0.0833333333333,REFERRED
hr108,1,1,1,73369.85,1.6104449053,1.9897106293,1.1539641755,1.0,1.0,REFERRED
hr1080,1,1,3,2500,1.7076021808,1.8810382758,1.1777414974,0.0,0.0,REPORTED
hr1081,1,19,3,65065.4444444445,1.6562014786,1.8555946665,1.2318519116,0.9,0.947368421053,REFERRED
hr1082,1,9,3,41966.2727272727,1.3146090977,1.6622983233,1.1516429527,1.0,1.0,REFERRED
hr1083,1,4,3,25860.5483870968,1.8968061907,2.2771287294,1.3924479349,0.8,0.75,REFERRED
hr1084,1,50,3,40784,1.0895081525,1.316685551,0.7693512916,0.0,0.04,REFERRED
hr1085,1,1,3,10258.3571428571,1.6418452,1.8489506202,0.9586897951,0.0,0.0,REFERRED
hr1086,1,6,3,17812.9411764706,1.6047453546,1.8848616234,1.0884472642,0.0,0.0,REFERRED
hr1087,1,10,3,13916.25,1.4589711391,1.7372602598,1.0264372476,0.0,0.0,REFERRED
hr1088,1,1,3,87850.3333333333,1.7591733473,2.1636162536,1.3727373109,1.0,1.0,REFERRED
hr1089,1,45,3,24364.8387096774,1.0365799498,1.290619923,0.8104348578,0.0,0.0,REFERRED
hr109,1,10,1,73369.85,1.5283174714,2.0237103446,1.4448355353,1.0,1.0,REFERRED
hr1090,1,13,3,24364.8387096774,1.550965319,1.7079464368,1.0156891708,0.0,0.0,REFERRED
hr1091,1,133,3,68008.2,0.9841390241,1.003054824,0.5902594581,1.0,0.977443609023,REFERRED
hr1092,1,2,3,180014.818181818,1.8072391907,2.1682774788,1.3164172569,0.0,0.0,ENACTED:SIGNED
hr1093,1,64,3,102711.578947368,1.006946356,1.2679894151,0.7679127109,0.2,0.171875,REFERRED
hr1094,1,177,3,100034.6,0.9958366612,1.2472805957,0.6993292085,0.2,0.186440677966,REFERRED
hr1095,1,44,3,11721.0740740741,1.0919542103,1.3595169989,0.8168413505,0.8,0.772727272727,PASS_OVER:HOUSE
hr1096,1,4,3,62724.7,1.4395510845,1.7681963758,1.0638001966,0.0,0.0,REFERRED
hr1097,1,39,3,64295.2857142857,1.0250734083,1.3532861395,0.9358488772,1.0,1.0,REFERRED
hr1098,1,22,3,40434.45,1.4929021791,1.7407613682,1.0605974774,0.1,0.0909090909091,PASS_OVER:HOUSE
hr1099,1,18,3,70393.6923076923,1.2560814606,1.4783365222,0.8583306553,0.9,0.944444444444,REFERRED
hr11,1,201,1,62724.7,0.8156972856,0.575771813,0.5787165405,0.0,0.0,REFERRED
hr110,1,4,1,57033.3636363636,1.332037099,1.6474108453,1.1326858446,0.0,0.0,REFERRED
hr1100,1,15,3,13596,1.4492066806,1.7576315899,1.0983611851,0.0,0.0,REFERRED
hr1101,1,7,3,25591.8181818182,1.6554338319,2.0242440492,1.3434220698,0.0,0.0,REFERRED
hr1102,1,40,3,25398.1153846154,1.4328182935,1.6033577538,0.8790177141,0.0,0.0,REFERRED
hr1103,1,1,3,6419.0476190476,1.6440925699,1.9978234136,1.3176312412,1.0,1.0,REPORTED
hr1104,1,4,3,62554.1666666667,1.6398634419,1.913669278,1.1341281469,0.0,0.0,REPORTED
hr1105,1,13,3,67728.8888888889,1.6090988115,2.0189048097,1.462143782,0.5,0.461538461538,PASS_OVER:HOUSE
hr1106,1,13,3,22096.8571428571,1.263734735,1.5458969263,1.0285383649,0.3,0.307692307692,REFERRED
hr1107,1,1,3,15146.04,1.8335701206,2.2611918573,1.3620310852,0.0,0.0,REFERRED
hr1108,1,10,3,222659.333333333,1.4162594272,1.667854497,1.0691325242,0.3,0.3,REFERRED
hr1109,1,1,3,3297.5949367089,1.7770412746,2.1563235927,1.2542956079,0.0,0.0,REFERRED
hr111,1,55,1,57033.3636363636,1.0243523793,1.2659477232,0.7640619044,0.1,0.0727272727273,REFERRED
hr1110,1,7,3,4904.7692307692,1.0880698616,1.3640517009,0.9500378566,0.0,0.0,REFERRED
hr1111,1,1,3,3297.5949367089,1.6466447382,1.9532211364,1.1884582697,0.0,0.0,REFERRED
hr1112,1,1,3,3297.5949367089,1.678006926,1.8937922131,1.0262373661,0.0,0.0,REFERRED
hr1113,1,1,3,3297.5949367089,1.7276352063,2.1824928948,1.6421662039,0.0,0.0,REFERRED
hr1114,1,1,3,3297.5949367089,1.5537415615,1.8833494203,1.1996814632,0.0,0.0,REFERRED
hr1115,1,1,3,3297.5949367089,1.7110669857,2.0028294347,1.0863818913,0.0,0.0,REFERRED
hr1116,1,1,3,3297.5949367089,1.7465535179,2.1225287652,1.2098478806,0.0,0.0,REFERRED
hr1117,1,1,3,3297.5949367089,1.7155311456,2.0585411859,1.1911429831,0.0,0.0,REFERRED
hr1118,1,1,3,3297.5949367089,1.6637770272,1.9480772901,1.15230286,0.0,0.0,REFERRED
