bill_id, 1, numTerms, avgRank, lowestRank, percentCIC, bill_status
hr4706,1,9,6.33333333333,3,0.0,REFERRED
hr4705,1,2,5.57142857143,2,0.0,REFERRED
hr4704,1,11,5.7,1,0.008,REFERRED
hr4703,1,2,12.0,4,0.0117647058824,REFERRED
hr4702,1,2,6.33333333333,2,0.0,REFERRED
hr4700,1,2,13.25,8,0.0,REFERRED
hr4708,1,11,2.14285714286,1,0.24,REFERRED
hr3283,1,4,11.3333333333,3,0.24,REPORTED
hr3282,1,4,9.33333333333,1,0.48,REFERRED
hr3281,1,21,1.875,1,0.0,REFERRED
hr3280,1,3,7.33333333333,1,0.48,REFERRED
hr3287,1,4,7.5,2,0.028,REFERRED
hr1508,1,21,6.625,1,0.00333333333333,REFERRED
hr3285,1,2,11.5,6,0.00888888888889,REFERRED
hr3284,1,16,1.0,1,0.056,REFERRED
hr3289,1,11,3.25,1,0.0,REFERRED
hr3288,1,3,12.0,9,0.0,REFERRED
s1814,1,2,5.53846153846,1,0.0571428571429,REFERRED
hr1058,1,11,30,20,0.0,REFERRED
s1815,1,1,5.88888888889,1,0.0,REFERRED
hr1059,1,11,30,20,0.0,REFERRED
hr4563,1,7,30,20,0.0,REFERRED
hr4561,1,3,10.6666666667,6,0.0,REFERRED
hr4560,1,3,10.6666666667,6,0.0,REFERRED
hr4567,1,5,3.66666666667,1,0.0111111111111,REFERRED
hr4566,1,1,11.8888888889,4,0.0355555555556,REFERRED
hr4565,1,5,4.66666666667,1,0.48,REPORTED
hr4564,1,5,4.66666666667,1,0.48,REFERRED
hr4569,1,6,4.25,1,0.32,REPORTED
hr4568,1,1,19.0,9,0.48,REPORTED
hr3069,1,25,1.5,1,0.106666666667,REFERRED
hr3068,1,2,8.0,1,0.96,REFERRED
hr3067,1,7,6.0,1,0.0032,REFERRED
hr3066,1,1,13.8333333333,5,0.0,REFERRED
hr3065,1,6,4.25,1,0.106666666667,REFERRED
hr3064,1,11,5.7,1,0.48,REFERRED
hr3063,1,4,6.0,1,0.48,REFERRED
hr3062,1,4,6.0,1,0.0104347826087,REFERRED
hr3061,1,2,8.16666666667,2,0.0133333333333,REFERRED
hr3060,1,1,20.0,14,0.0,ENACTED:SIGNED
s1818,1,7,9.0,9,0.0,REPORTED
s1819,1,1,5.88888888889,1,0.96,REFERRED
s1609,1,3,5.06666666667,1,0.24,REFERRED
s1608,1,1,6.33333333333,1,0.96,REFERRED
s1603,1,5,4.8,1,0.0,ENACTED:SIGNED
s1602,1,1,5.27777777778,1,0.48,REFERRED
s1601,1,1,5.6,1,0.24,REFERRED
s1600,1,3,5.06666666667,1,0.0231578947368,REFERRED
s1607,1,1,6.33333333333,1,0.0,REFERRED
s1606,1,6,4.22222222222,1,0.0,REFERRED
s1605,1,3,5.06666666667,1,0.96,REFERRED
s1604,1,10,3.5,1,0.96,REPORTED
hr2392,1,17,1.5,1,0.0,REFERRED
hr2393,1,10,5.0,1,0.0,REFERRED
hr2390,1,12,2.5,1,0.32,REFERRED
hr2827,1,4,5.71428571429,1,0.00444444444444,REFERRED
s108,1,5,4.46666666667,1,0.0,REFERRED
hr2821,1,2,8.16666666667,2,0.0085,REFERRED
hr209,1,13,3.25,1,0.0,REFERRED
hr208,1,13,3.25,1,0.0,REFERRED
hr2394,1,6,4.25,1,0.0,REFERRED
hr201,1,9,6.75,3,0.24,REFERRED
hr200,1,9,6.75,3,0.00279069767442,REFERRED
hr203,1,2,9.71428571429,3,0.00307692307692,REFERRED
hr202,1,3,5.75,1,0.0,REFERRED
hr205,1,9,1.85714285714,1,0.0,REFERRED
hr204,1,3,10.3333333333,4,0.0,REFERRED
hr207,1,3,6.8,4,0.00164383561644,REFERRED
hr206,1,9,1.85714285714,1,0.0,REFERRED
hr2398,1,6,4.375,1,0.0377777777778,REFERRED
hr2399,1,25,1.5,1,0.0037037037037,REFERRED
hr2828,1,4,11.3333333333,3,0.96,REFERRED
hr2829,1,7,3.5,1,0.24,REFERRED
hr2628,1,2,8.4,2,0.0,REFERRED
hr2622,1,12,2.57142857143,1,0.0,REFERRED
hr2623,1,12,2.57142857143,1,0.96,REFERRED
hr2620,1,12,2.57142857143,1,0.0,REFERRED
hr2621,1,12,2.57142857143,1,0.0,REFERRED
hr2626,1,2,9.375,1,0.0,REFERRED
hr2627,1,10,3.0,1,0.0,REFERRED
hr2624,1,11,4.33333333333,2,0.48,REFERRED
hr2625,1,2,9.33333333333,4,0.0,REFERRED
s1517,1,2,3.8,1,0.028,REFERRED
s1516,1,10,4.875,1,0.0,REFERRED
s1515,1,7,4.85714285714,1,0.0,REFERRED
s2431,1,5,3.55555555556,1,0.0,REFERRED
s2430,1,11,3.0,1,0.24,REFERRED
s2433,1,21,6.625,1,0.96,REFERRED
s2432,1,1,8.875,7,0.00444444444444,PROV_KILL:CLOTUREFAILED
s2435,1,1,5.88888888889,1,0.24,REFERRED
s2434,1,1,4.69230769231,1,0.00521739130435,REFERRED
s2437,1,10,4.70588235294,1,0.96,REPORTED
s2436,1,2,6.15384615385,1,0.106666666667,REFERRED
s2439,1,2,3.46153846154,1,0.112,REFERRED
s2438,1,4,2.66666666667,1,0.96,REPORTED
s1044,1,8,4.41666666667,1,0.213333333333,ENACTED:SIGNED
s922,1,10,3.5,1,0.96,REFERRED
s923,1,6,4.90476190476,1,0.0,REFERRED
s920,1,1,4.69230769231,1,0.24,REPORTED
s921,1,12,2.41176470588,1,0.0444444444444,REPORTED
s926,1,1,5.88888888889,1,0.0,REFERRED
s927,1,10,3.5,1,0.96,REFERRED
s924,1,10,4.875,1,0.04,REFERRED
s925,1,4,5.07692307692,1,0.0,REFERRED
s928,1,10,3.5,1,0.16,REFERRED
s929,1,3,3.55555555556,1,0.06,REFERRED
s1867,1,10,4.875,1,0.213333333333,REFERRED
hr679,1,4,7.0,1,0.00126984126984,REFERRED
s1865,1,1,5.88888888889,1,0.0,REPORTED
s1864,1,10,3.86666666667,1,0.0,REFERRED
s1863,1,9,3.78571428571,1,0.96,REFERRED
s1862,1,8,4.5,1,0.0025641025641,REFERRED
s1861,1,3,3.55555555556,1,0.106666666667,REFERRED
s1860,1,5,4.6875,1,0.0,REFERRED
hr670,1,2,5.57142857143,2,0.00923076923077,REFERRED
hr671,1,3,9.0,3,0.004,PASS_OVER:HOUSE
hr672,1,19,11.2857142857,1,0.0,REFERRED
hr673,1,13,3.6,1,0.0218181818182,REFERRED
hr674,1,3,6.66666666667,1,0.133333333333,PASS_OVER:HOUSE
hr675,1,8,4.71428571429,1,0.02,REFERRED
hr676,1,25,1.5,1,0.004375,REFERRED
hr677,1,2,15.3333333333,10,0.0766666666667,REPORTED
s68,1,5,30,20,0.0,REFERRED
s69,1,6,5.0,1,0.0,REFERRED
s2387,1,1,9.0,6,0.0,REFERRED
s2386,1,12,2.41176470588,1,0.24,REFERRED
s2385,1,10,3.86666666667,1,0.213333333333,REFERRED
s2384,1,6,5.0,1,0.06,REFERRED
s2383,1,2,4.375,1,0.0,REFERRED
s63,1,4,5.07692307692,1,0.0171428571429,REFERRED
s60,1,9,3.21052631579,1,0.0,REFERRED
s2380,1,1,7.58333333333,1,0.96,REFERRED
hr11,1,5,6.5,2,0.00218905472637,REFERRED
hr10,1,6,3.6,1,0.0313043478261,PASS_OVER:HOUSE
hr12,1,14,2.33333333333,1,0.002,REFERRED
hr15,1,1,10.0,3,0.00417910447761,REFERRED
s678,1,2,5.0,1,0.48,REFERRED
s679,1,9,3.78571428571,1,0.00952380952381,REFERRED
s672,1,5,3.55555555556,1,0.24,REFERRED
s673,1,10,3.52631578947,1,0.04,REFERRED
s670,1,4,5.07692307692,1,0.24,REFERRED
s671,1,2,5.0,1,0.0,REFERRED
s676,1,9,3.0,1,0.106666666667,REFERRED
s677,1,11,3.0,1,0.96,REFERRED
s674,1,5,4.6875,1,0.00727272727273,REFERRED
s675,1,1,4.1875,1,0.008,REPORTED
s580,1,9,3.78571428571,1,0.0,REFERRED
s581,1,7,4.86666666667,1,0.0,REFERRED
s582,1,1,5.6,1,0.0,REPORTED
s583,1,1,3.84615384615,1,0.0,REPORTED
s584,1,5,2.64285714286,1,0.96,REFERRED
s585,1,5,2.64285714286,1,0.96,REFERRED
s586,1,5,2.64285714286,1,0.96,REFERRED
s587,1,5,2.64285714286,1,0.96,REFERRED
s588,1,5,2.64285714286,1,0.96,REFERRED
s589,1,5,2.64285714286,1,0.96,REFERRED
sjres40,1,7,2.5625,1,0.213333333333,ENACTED:SIGNED
s1290,1,2,4.31578947368,1,0.48,REFERRED
s1291,1,6,3.6,1,0.03,REFERRED
s1292,1,1,6.22222222222,1,0.0,REPORTED
s1293,1,1,6.4,1,0.0,REFERRED
s1294,1,2,4.375,1,0.24,REPORTED
s1295,1,9,3.78571428571,1,0.96,REFERRED
s1296,1,9,3.0,1,0.08,REFERRED
s1297,1,7,4.85714285714,1,0.0,REFERRED
s1298,1,1,5.88888888889,1,0.0,REFERRED
s1299,1,8,7.84615384615,5,0.0,REFERRED
s1478,1,12,3.73333333333,1,0.0,REFERRED
s1479,1,1,4.0,1,0.32,REFERRED
s1474,1,1,5.88888888889,1,0.48,REPORTED
s1475,1,1,6.4,1,0.0,REFERRED
s1476,1,6,3.6,1,0.0,REFERRED
s1477,1,8,4.72727272727,1,0.106666666667,REFERRED
s1470,1,1,6.5,1,0.0,REFERRED
s1471,1,7,4.86666666667,1,0.106666666667,ENACTED:SIGNED
s1472,1,2,4.31578947368,1,0.106666666667,REFERRED
s1473,1,2,4.31578947368,1,0.0,REFERRED
hr3496,1,4,7.625,1,0.06,REFERRED
hr3497,1,12,2.66666666667,1,0.0,REFERRED
hr3494,1,10,8.0,4,0.0020202020202,REFERRED
hr3495,1,1,8.85714285714,2,0.0,REFERRED
hr3492,1,3,7.8,1,0.48,REPORTED
hr3493,1,3,5.5,1,0.0133333333333,REFERRED
hr3490,1,7,5.6,1,0.000869565217391,REFERRED
hr3491,1,13,3.66666666667,1,0.96,REFERRED
s1657,1,6,4.90476190476,1,0.48,REFERRED
hr3498,1,12,1.75,1,0.24,REFERRED
hr3499,1,2,9.71428571429,1,0.0112,REFERRED
hr2011,1,1,11.5,4,0.00285714285714,PASS_OVER:HOUSE
hr2010,1,1,18.6666666667,10,0.00210526315789,REFERRED
hr2013,1,6,3.36363636364,1,0.0,REFERRED
hr2012,1,9,3.8,1,0.00457142857143,REFERRED
hr2015,1,1,9.0,2,0.06,REFERRED
hr2014,1,2,5.75,4,0.00266666666667,REFERRED
hr2017,1,9,1.8,1,0.18,REFERRED
hr2016,1,2,8.0,1,0.000547945205479,REFERRED
hr2019,1,3,5.57142857143,1,0.00155844155844,ENACTED:SIGNED
hr2018,1,2,15.3333333333,10,0.0,REFERRED
hr3720,1,4,7.0,2,0.48,REFERRED
hr3721,1,10,3.0,1,0.0,REFERRED
hr3722,1,10,3.0,1,0.00549019607843,REFERRED
hr3723,1,3,12.0,9,0.00383561643836,REFERRED
hr3724,1,14,6.2,1,0.068,REFERRED
hr3725,1,2,9.0,1,0.0,REFERRED
hr3726,1,9,6.66666666667,3,0.00387096774194,REFERRED
hr3727,1,2,12.5,7,0.028,REFERRED
hr3728,1,21,1.875,1,0.000714285714286,REFERRED
hr3729,1,13,30,20,0.0,REFERRED
hjres6,1,4,8.0,4,0.0,REFERRED
hjres7,1,9,11.75,10,0.0,REFERRED
hjres4,1,5,10.0,9,0.0,REFERRED
hjres5,1,4,8.0,4,0.0,REFERRED
hjres2,1,11,1.75,1,0.000839160839161,REFERRED
s686,1,2,4.13043478261,1,0.213333333333,REFERRED
hjres1,1,11,1.75,1,0.00217391304348,REFERRED
hr1821,1,9,6.25,4,0.00666666666667,REFERRED
hr1792,1,3,6.11111111111,1,0.08,REFERRED
hr801,1,2,8.0,2,0.0571428571429,PASS_OVER:HOUSE
hr4650,1,2,9.33333333333,4,0.96,REFERRED
hr1790,1,2,6.4,1,0.0,REFERRED
hr2450,1,1,8.16666666667,1,0.00421052631579,REFERRED
hr1825,1,2,8.0,1,0.00183486238532,REPORTED
hr806,1,1,5.5,1,0.0533333333333,REFERRED
s2170,1,1,6.22222222222,1,0.24,REFERRED
s2171,1,1,4.69230769231,1,0.133333333333,REFERRED
s2172,1,5,4.6875,1,0.106666666667,REFERRED
s2173,1,3,5.41176470588,1,0.0,REFERRED
s2174,1,1,5.44444444444,1,0.015,REFERRED
s2175,1,3,5.41176470588,1,0.0,REFERRED
s2176,1,1,5.44444444444,1,0.0145454545455,REFERRED
s2177,1,7,2.5625,1,0.32,REFERRED
s2178,1,2,4.375,1,0.04,REFERRED
s2179,1,4,2.66666666667,1,0.96,REFERRED
hr804,1,3,6.11111111111,1,0.0,REFERRED
hr1799,1,6,5.57142857143,1,0.24,REFERRED
hr1798,1,2,7.125,2,0.00315789473684,REFERRED
s400,1,6,5.23529411765,1,0.48,REFERRED
hr1731,1,3,5.375,1,0.000268456375839,REFERRED
hr1730,1,13,3.75,1,0.106666666667,REFERRED
hr1733,1,6,7.5,3,0.015652173913,REFERRED
hr1732,1,2,6.4,1,0.00307692307692,REFERRED
hr1735,1,3,12.0,9,0.0121739130435,REFERRED
hr1734,1,8,6.375,1,0.00432432432432,REFERRED
hr1737,1,12,2.66666666667,1,0.0,REFERRED
hr1736,1,7,4.16666666667,1,0.0290909090909,REFERRED
hr1739,1,1,11.5,4,0.0,REFERRED
hr1738,1,10,3.33333333333,1,0.00103448275862,REFERRED
hr339,1,6,5.66666666667,2,0.0,REFERRED
hr338,1,13,2.33333333333,1,0.04,PASS_OVER:HOUSE
hjres86,1,8,4.75,1,0.0,REFERRED
hjres85,1,6,6.5,1,0.96,PASS_OVER:HOUSE
hjres84,1,17,1.0,1,0.96,PASS_OVER:HOUSE
hjres83,1,17,1.0,1,0.96,REFERRED
hr748,1,22,1.66666666667,1,0.0,REFERRED
hjres82,1,17,1.0,1,0.96,REFERRED
hjres81,1,7,3.75,1,0.0,REFERRED
hjres80,1,8,4.5,1,0.96,PASS_OVER:HOUSE
s449,1,6,5.0,1,0.0,REFERRED
s448,1,1,2.76923076923,1,0.04,REFERRED
s445,1,1,4.69230769231,1,0.0346666666667,REFERRED
s444,1,3,3.77777777778,1,0.24,REFERRED
s447,1,5,6.5625,1,0.24,REPORTED
s446,1,7,3.9375,1,0.0,REFERRED
s441,1,1,5.88888888889,1,0.0,REFERRED
s440,1,1,5.88888888889,1,0.0,REFERRED
s443,1,7,2.5625,1,0.0622222222222,REFERRED
s442,1,1,5.88888888889,1,0.0,REFERRED
hr4761,1,10,8.0,4,0.106666666667,REFERRED
hr4760,1,2,12.875,6,0.0,REFERRED
hr4763,1,1,8.85714285714,2,0.0,REFERRED
hr4762,1,10,8.0,4,0.106666666667,REFERRED
hr4765,1,4,5.33333333333,1,0.06,REFERRED
hr4764,1,2,11.4285714286,4,0.0,REFERRED
hr4767,1,9,3.5,1,0.0533333333333,REFERRED
hr4766,1,2,13.25,8,0.06,REFERRED
hr4769,1,4,7.5,2,0.0,REFERRED
hr4768,1,1,9.6,3,0.106666666667,REFERRED
hr3269,1,2,6.33333333333,2,0.0,REFERRED
hr3268,1,2,6.33333333333,2,0.0,REFERRED
hr3265,1,2,6.33333333333,2,0.0,REFERRED
hr3264,1,2,6.33333333333,2,0.0,REFERRED
hr3267,1,2,6.33333333333,2,0.0,REFERRED
hr3266,1,2,6.33333333333,2,0.0,REFERRED
hr3261,1,2,6.33333333333,2,0.0,REFERRED
hr3260,1,2,6.33333333333,2,0.0,REFERRED
hr3263,1,2,6.33333333333,2,0.0,REFERRED
hr3262,1,2,6.33333333333,2,0.0,REFERRED
s80,1,3,3.55555555556,1,0.03,REFERRED
s81,1,1,3.84615384615,1,0.0,REPORTED
s82,1,1,3.84615384615,1,0.0,REPORTED
s409,1,7,3.55555555556,1,0.00666666666667,REFERRED
s83,1,1,3.84615384615,1,0.0,REPORTED
hr4589,1,5,3.66666666667,1,0.0228571428571,REFERRED
hr4588,1,6,7.5,3,0.48,REFERRED
hr4585,1,20,1.0,1,0.0,REFERRED
hr4584,1,4,9.5,4,0.0,REFERRED
hr4587,1,13,3.6,1,0.0260869565217,PASS_OVER:HOUSE
hr4586,1,11,3.25,1,0.96,REFERRED
hr4581,1,2,9.33333333333,4,0.24,REFERRED
hr4580,1,7,4.5,1,0.0171428571429,REFERRED
hr4583,1,4,5.83333333333,1,0.00888888888889,REFERRED
hr4582,1,9,3.4,1,0.00113475177305,REFERRED
hr3009,1,8,6.375,1,0.0,REFERRED
hr3008,1,9,6.25,4,0.0,PASS_OVER:HOUSE
s2363,1,1,4.58333333333,1,0.0,PROV_KILL:CLOTUREFAILED
hr3001,1,13,30,20,0.0,REFERRED
hr3000,1,9,4.2,1,0.0,REFERRED
hr3003,1,1,14.3333333333,8,0.00774193548387,REFERRED
hr3002,1,1,18.6666666667,10,0.00842105263158,REFERRED
hr3005,1,6,5.85714285714,2,0.03,REFERRED
hr3004,1,1,7.5,2,0.0,REFERRED
hr3007,1,11,5.2,1,0.0,REFERRED
hr199,1,9,6.75,3,0.0,REFERRED
hr198,1,9,6.75,3,0.00235294117647,REFERRED
s1663,1,1,3.84615384615,1,0.96,REFERRED
s1662,1,5,2.69230769231,2,0.0,REFERRED
s1665,1,1,3.84615384615,1,0.0,REFERRED
s1664,1,1,3.84615384615,1,0.0,REFERRED
s1667,1,5,4.46666666667,1,0.0444444444444,REFERRED
s1666,1,1,2.76923076923,1,0.00888888888889,REFERRED
hr191,1,16,3.0,1,0.0,REFERRED
hr190,1,16,3.0,1,0.0,REFERRED
hr193,1,16,3.0,1,0.0,REFERRED
hr192,1,16,3.0,1,0.0,REFERRED
hr195,1,16,3.0,1,0.0,REFERRED
hr194,1,16,3.0,1,0.0,REFERRED
hr197,1,9,6.75,3,0.0,REFERRED
hr196,1,4,8.0,2,0.0025,REFERRED
hr227,1,3,5.14285714286,1,0.00888888888889,REFERRED
hr226,1,12,2.66666666667,1,0.00727272727273,REFERRED
hr225,1,9,6.25,4,0.08,PASS_OVER:HOUSE
hr224,1,2,9.66666666667,2,0.0,REFERRED
hr223,1,5,10.0,9,0.0,REFERRED
hr222,1,5,5.5,1,0.0,REFERRED
hr221,1,6,7.5,3,0.08,REFERRED
hr220,1,8,4.0,1,0.008,REFERRED
hr229,1,5,6.33333333333,1,0.00888888888889,REFERRED
hr228,1,7,5.6,1,0.0,REFERRED
hr2356,1,8,6.375,1,0.0,REFERRED
hr2605,1,5,7.0,3,0.96,REFERRED
hr2606,1,2,9.33333333333,4,0.08,REFERRED
hr2607,1,6,1.0,1,0.00164383561644,REFERRED
hr2600,1,11,2.14285714286,1,0.18,ENACTED:SIGNED
hr2601,1,14,3.33333333333,1,0.0,REFERRED
hr2602,1,5,5.5,1,0.056,REFERRED
hr2603,1,2,18.6666666667,11,0.0,REFERRED
hr2608,1,7,4.16666666667,1,0.0,REFERRED
hr2609,1,10,2.5,1,0.96,PASS_OVER:HOUSE
hr2358,1,4,7.625,1,0.0171428571429,REFERRED
hr2359,1,9,7.66666666667,3,0.0123076923077,REFERRED
s1085,1,3,3.77777777778,1,0.106666666667,REFERRED
s1084,1,6,4.22222222222,1,0.213333333333,REFERRED
s1087,1,1,4.58333333333,1,0.32,REFERRED
s1081,1,1,5.44444444444,1,0.24,REFERRED
s1080,1,4,5.07692307692,1,0.06,REPORTED
s1083,1,10,3.52631578947,1,0.24,REFERRED
s1082,1,1,4.69230769231,1,0.24,REFERRED
s1089,1,3,3.77777777778,1,0.0153846153846,REFERRED
s1088,1,1,4.69230769231,1,0.00545454545455,REFERRED
s2419,1,4,5.2,1,0.0,REFERRED
s2418,1,5,5.0625,1,0.0,REFERRED
s2417,1,2,5.72727272727,1,0.106666666667,REFERRED
s2416,1,1,6.22222222222,1,0.96,REFERRED
s2415,1,1,6.22222222222,1,0.96,REFERRED
s2414,1,5,2.69230769231,2,0.0142857142857,REFERRED
s2413,1,10,3.5,1,0.0152380952381,REFERRED
s2412,1,10,3.5,1,0.106666666667,REFERRED
s2411,1,10,3.5,1,0.106666666667,REFERRED
s2410,1,6,5.0,1,0.96,REPORTED
s948,1,12,2.41176470588,1,0.00952380952381,REFERRED
s949,1,2,5.53846153846,1,0.213333333333,REFERRED
s940,1,6,4.90476190476,1,0.0,REFERRED
s941,1,1,2.76923076923,1,0.0075,REFERRED
s942,1,2,5.0,1,0.00727272727273,REFERRED
s943,1,6,4.22222222222,1,0.24,REFERRED
s944,1,10,3.5,1,0.48,REPORTED
s945,1,1,5.29411764706,1,0.00923076923077,REFERRED
s946,1,9,3.22222222222,1,0.0114285714286,REFERRED
s947,1,1,4.58333333333,1,0.12,PASS_OVER:SENATE
s1889,1,5,2.64285714286,1,0.48,REFERRED
s1888,1,5,2.64285714286,1,0.0,REFERRED
s1885,1,10,4.875,1,0.16,REFERRED
s1884,1,1,6.4,1,0.0,REFERRED
s1887,1,2,3.46153846154,1,0.96,REFERRED
s1886,1,1,6.4,1,0.0,REFERRED
s1881,1,10,4.875,1,0.0,REPORTED
s1880,1,4,2.66666666667,1,0.04,REFERRED
s1883,1,1,4.58333333333,1,0.0,REFERRED
s1882,1,12,2.41176470588,1,0.96,REFERRED
s610,1,1,4.93333333333,1,0.0111111111111,REFERRED
s611,1,6,4.90476190476,1,0.24,ENACTED:SIGNED
s612,1,10,3.52631578947,1,0.0,REFERRED
s613,1,1,5.88888888889,1,0.24,REFERRED
s614,1,8,4.46153846154,1,0.0266666666667,REFERRED
s615,1,1,5.27777777778,1,0.0,REFERRED
s616,1,2,4.31578947368,1,0.06,REFERRED
s617,1,2,5.0,1,0.04,REFERRED
s618,1,1,6.33333333333,1,0.96,REFERRED
s619,1,1,3.84615384615,1,0.0171428571429,REFERRED
sjres9,1,7,3.17647058824,1,0.096,REFERRED
sjres8,1,1,3.84615384615,1,0.0,REFERRED
sjres3,1,1,3.84615384615,1,0.0,REFERRED
sjres2,1,5,4.46666666667,1,0.02,REFERRED
sjres1,1,1,4.0,1,0.96,REFERRED
sjres7,1,3,3.55555555556,1,0.00355555555556,REFERRED
sjres6,1,9,4.05555555556,1,0.0,REFERRED
sjres5,1,9,30,20,0.0,REFERRED
sjres4,1,5,4.46666666667,1,0.0,REFERRED
hr1076,1,17,2.5,2,0.0571428571429,REFERRED
hr1077,1,2,10.6666666667,2,0.00463768115942,REFERRED
hr1074,1,3,11.0,6,0.00120481927711,REFERRED
hr1075,1,2,12.5,7,0.0,REFERRED
hr1072,1,14,3.71428571429,2,0.00148148148148,REFERRED
hr1073,1,18,2.0,1,0.24,PASS_OVER:HOUSE
hr1070,1,5,5.8,2,0.00123076923077,REFERRED
hr1071,1,2,9.375,1,0.0,ENACTED:SIGNED
hr1078,1,5,5.5,1,0.00275862068966,REFERRED
hr1079,1,4,6.16666666667,1,0.00666666666667,REFERRED
hr4246,1,5,3.66666666667,1,0.0,REFERRED
hr4247,1,1,6.16666666667,3,0.0,REFERRED
hr4244,1,3,10.0,3,0.0,REFERRED
hr4245,1,3,8.66666666667,2,0.0,REFERRED
hr4242,1,4,10.75,4,0.24,REFERRED
hr4243,1,12,2.57142857143,1,0.96,REFERRED
hr4240,1,1,9.0,3,0.00444444444444,REFERRED
hr4241,1,7,5.5,1,0.00842105263158,REFERRED
hr4248,1,1,5.33333333333,1,0.0,REFERRED
hr4249,1,2,9.375,1,0.00413793103448,REFERRED
hr3928,1,6,4.25,1,0.96,REFERRED
hr3929,1,1,9.4,4,0.00526315789474,REFERRED
hr3926,1,2,6.33333333333,2,0.0,REFERRED
hr3927,1,2,6.33333333333,2,0.0,REFERRED
hr3924,1,1,10.0,3,0.0533333333333,REFERRED
hr3925,1,1,18.2857142857,6,0.04,REFERRED
hr3922,1,1,9.5,5,0.0,REFERRED
hr3923,1,2,6.4,1,0.0145454545455,REFERRED
hr3920,1,2,7.625,1,0.06,REFERRED
hr3921,1,3,6.6,2,0.0103703703704,REFERRED
s1278,1,1,3.84615384615,1,0.96,REFERRED
s1279,1,3,5.41176470588,1,0.0533333333333,REFERRED
s1276,1,2,5.0,1,0.09,PASS_OVER:SENATE
s1277,1,9,3.21052631579,1,0.06,REFERRED
s1274,1,4,5.07692307692,1,0.06,REFERRED
s1275,1,4,3.4,1,0.0571428571429,REPORTED
s1272,1,11,3.0,1,0.0222222222222,REFERRED
s1273,1,3,5.06666666667,1,0.12,REFERRED
s1270,1,7,3.17647058824,1,0.96,REFERRED
s1271,1,1,2.76923076923,1,0.0355555555556,REPORTED
s1418,1,12,3.73333333333,1,0.0,REFERRED
s1419,1,12,2.0,1,0.112,REFERRED
s1412,1,1,4.58333333333,1,0.0,REFERRED
s1413,1,2,4.13043478261,1,0.0,REFERRED
s1410,1,10,3.52631578947,1,0.00875,REPORTED
s1411,1,1,4.69230769231,1,0.24,REFERRED
s1416,1,5,5.0625,1,0.24,REFERRED
s1417,1,1,4.58333333333,1,0.0311111111111,PASS_OVER:SENATE
s1414,1,12,2.0,1,0.24,REFERRED
s1415,1,12,2.0,1,0.24,REFERRED
hr2039,1,2,9.375,1,0.0218181818182,REFERRED
hr2038,1,4,6.16666666667,1,0.06,REFERRED
hr2033,1,13,3.66666666667,1,0.0222222222222,REFERRED
hr2032,1,21,6.625,1,0.24,REFERRED
hr2031,1,21,6.625,1,0.12,REFERRED
hr2030,1,11,2.14285714286,1,0.001,REFERRED
hr2037,1,3,5.375,1,0.01,REFERRED
hr2036,1,1,5.33333333333,2,0.01,REFERRED
hr2035,1,13,2.66666666667,1,0.18,REFERRED
hr2034,1,6,5.2,1,0.16,REFERRED
hr3748,1,1,9.0,3,0.0,REFERRED
hr3749,1,11,2.14285714286,1,0.0571428571429,REFERRED
hr3742,1,6,5.66666666667,2,0.0116666666667,REFERRED
hr3743,1,5,6.33333333333,1,0.04,REFERRED
hr3740,1,4,6.14285714286,1,0.00163265306122,REFERRED
hr3741,1,4,6.14285714286,1,0.00857142857143,REFERRED
hr3746,1,8,4.66666666667,2,0.0,REFERRED
hr3747,1,8,4.66666666667,2,0.00137931034483,REFERRED
hr3744,1,1,9.5,5,0.06,REFERRED
hr3745,1,2,9.71428571429,1,0.00235294117647,REFERRED
hr2297,1,12,2.57142857143,1,0.0,REFERRED
hr2296,1,2,11.8571428571,5,0.00235294117647,REFERRED
hr2295,1,1,11.0,1,0.24,REFERRED
hr2294,1,9,2.57142857143,1,0.0,REFERRED
hr2293,1,5,9.5,3,0.106666666667,REFERRED
hr2292,1,21,6.625,1,0.0,REFERRED
hr2291,1,11,2.14285714286,1,0.000952380952381,ENACTED:SIGNED
hr2290,1,16,3.0,1,0.0235294117647,REFERRED
hr2299,1,3,9.16666666667,3,0.06,REFERRED
hr2298,1,3,10.0,3,0.0171428571429,REFERRED
s2198,1,5,2.64285714286,1,0.0,PASS_OVER:SENATE
s2199,1,10,4.70588235294,1,0.0,PROV_KILL:CLOTUREFAILED
s2196,1,3,5.06666666667,1,0.96,REFERRED
s2197,1,1,5.29411764706,1,0.12,PASS_OVER:SENATE
s2194,1,4,7.11111111111,4,0.04,REFERRED
s2195,1,1,6.22222222222,1,0.04,ENACTED:SIGNED
s2192,1,21,6.625,1,0.00413793103448,REFERRED
s2193,1,2,4.375,1,0.0,REFERRED
s2190,1,8,4.5,1,0.005,REFERRED
s2191,1,11,3.0,1,0.04,REFERRED
hr739,1,4,6.0,1,0.0171428571429,REPORTED
hr738,1,7,3.75,1,0.137142857143,REFERRED
hr735,1,11,3.85714285714,1,0.088,REFERRED
hr734,1,2,15.3333333333,10,0.0,REFERRED
hr737,1,2,8.16666666667,2,0.0,REFERRED
hr736,1,4,9.5,4,0.00521739130435,REFERRED
hr731,1,1,30,20,0.0533333333333,REFERRED
hr730,1,2,9.71428571429,3,0.00588235294118,REFERRED
