bill_id,intercept_term,num_cosponsors,introduced_month,num_voting_rounds,num_passed_rounds,amount,bipartisan score,% of cosponsors in the committee it is referred to,historical rate for success,historical rate for getting out committee,Vote-mean,Vote-stdev,Vote-hist-10%,Vote-hist-25%,Vote-hist-50%,Vote-hist-75%,Vote-hist-90%,status
hr3547,1,4,11,3,3,87135.375,0.5,0.24,0.0509838998,0.1305903399,0.902302392,2.438360457,-1.6876756455,-0.6076505879,0.5209794054,1.2144730492,4.6209176833,ENACTED:SIGNED
hr3548,1,13,11,2,2,78050.9285714286,0.5384615385,0.0305882353,0.0602134146,0.2538109756,0.8372122995,2.3163189708,-1.485667457,-0.4287650253,0.5091905714,1.0398309264,4.0437227154,ENACTED:SIGNED
hr3549,1,16,11,0,0,49482,0.8125,0,0.0078328982,0.0223118918,0.5528168517,1.3432500282,-0.7891820106,-0.219547576,0.2665344881,0.8597421849,2.3837074502,REFERRED
hr355,1,1,1,0,0,24378,1,0.0222222222,0.0078328982,0.0223118918,0.7847913903,2.0721621215,-1.3333538636,-0.3571190153,0.4031133897,1.2018646609,3.4978079328,REFERRED
hr3550,1,8,11,0,0,31414.8571428571,1,0.0017391304,0.0310559006,0.115942029,0.4699185016,1.4810977593,-0.9893872998,-0.4165804542,0.2174751595,0.6604330847,2.6178945926,REFERRED
hr3551,1,1,11,0,0,0,0,0,0.0058252427,0.0262135922,0.9467077639,2.0556131667,-1.5611670417,-0.4456706772,0.927530641,1.655147458,3.691996736,REFERRED
hr3552,1,1,11,0,0,0,0,0.0153846154,0.0058252427,0.0262135922,0.9488225191,2.2783615649,-1.3218809125,-0.5091413421,0.5537305374,1.3557271992,4.5236358539,REFERRED
hr3553,1,1,11,0,0,70211.75,0,0.0164705882,0.0058252427,0.0262135922,0.6676501798,2.3398970794,-1.7826277825,-0.6037218378,0.2750260075,0.9788962191,4.2090467095,REFERRED
hr3554,1,3,11,0,0,105943.958333333,0,0,0.0564516129,0.1801075269,0.6357063077,2.302905411,-1.9915294395,-0.7378768765,0.4541079708,1.027640876,3.8585714525,REFERRED
hr3555,1,69,11,0,0,137116.875,0.115942029,0.0103703704,0.015704154,0.0871327254,0.9316725318,1.6625348429,-0.6673122117,-0.095452886,0.6247311037,1.1547507077,3.4166267103,REFERRED
hr3556,1,44,11,0,0,114386,0.2272727273,0.015,0.0280373832,0.0934579439,0.8115746568,1.2520656549,-0.5409027475,0.0128696681,0.6581366208,1.1994665252,2.4879526288,REFERRED
hr3557,1,1,11,0,0,10241.7777777778,1,0,0.0563991323,0.3383947939,0.8748688432,1.9662608455,-0.892010911,-0.2221191111,0.4002554983,0.9201956541,3.9191832121,REFERRED
hr3558,1,28,11,0,0,71391.6666666667,0.5,0.96,0.0375,0.1125,0.6356622588,1.3050388871,-0.8059402171,-0.1118602783,0.4910775684,0.9208300737,2.3232997519,REFERRED
hr3559,1,3,11,0,0,30212.4,0.3333333333,0.0082051282,0.0100250627,0.0601503759,0.8261151985,1.9917607827,-1.473864454,-0.3525661282,0.6698024759,1.2174914451,3.6284851896,REFERRED
hr356,1,4,1,2,2,23211.5384615385,0.75,0,0.0391304348,0.2826086957,0.8545078449,2.1392851164,-1.2655472802,-0.3945587374,0.4743507848,1.0492363597,4.1392571504,ENACTED:SIGNED
hr3560,1,70,11,0,0,127618.714285714,0,0.0222222222,0.0391304348,0.2826086957,0.5944101424,1.5469037124,-1.372328525,-0.4345782426,0.6433054013,1.1152446555,2.5540094945,REFERRED
hr3561,1,1,11,0,0,35533.5,1,0,0.0007309942,0.0168128655,0.6393724035,2.1969993745,-1.5952737084,-0.6877138076,0.228333696,0.8918615401,4.1070050198,REFERRED
hr3562,1,1,11,0,0,35533.5,1,0.24,0.0100250627,0.0601503759,0.6870822986,1.9580384608,-1.2688515088,-0.4675121184,0.3316914294,0.7932983878,3.8090235606,REFERRED
hr3563,1,10,11,0,0,44214.5454545455,0,0.2133333333,0,0.15625,0.7930272922,2.5157789077,-1.7831691921,-0.626892522,0.4472541305,1.0312301057,4.4407511779,REFERRED
hr3564,1,1,11,0,0,40423.375,0,0.112,0,0.15625,0.9998275407,2.1655411665,-1.4323731244,-0.3515661375,0.678240988,1.4791977763,4.1636630061,REFERRED
hr3565,1,2,11,0,0,22383.8125,0.5,0.0033333333,0.0396039604,0.1683168317,0.6811330404,1.7495831935,-1.2738874611,-0.3897176835,0.3842500521,1.0793191659,3.4119990238,REFERRED
hr3566,1,17,11,0,0,69694.1111111111,0,0.2133333333,0.0396039604,0.1683168317,0.6996794502,2.1231065947,-1.4943828199,-0.573787592,0.3561150541,1.0296663387,3.9026323154,REFERRED
hr3567,1,2,11,0,0,46678.8888888889,0.5,0,0.0100250627,0.0601503759,0.6225465886,2.0045905032,-1.4134460668,-0.5240692978,0.2578830167,0.8845592557,3.2276355232,REFERRED
hr3568,1,1,11,0,0,19661.3333333333,0,0.24,0.0563991323,0.3383947939,0.928068633,2.453716471,-1.5621061268,-0.5046627752,0.4445010194,1.1233454982,4.7195385111,REFERRED
hr3569,1,5,11,0,0,61156.2222222222,0.4,0.0088888889,0.0337142857,0.1388571429,0.7308082887,1.883055615,-1.4447999059,-0.4764265982,0.5358353565,1.1903776479,3.5751813924,REFERRED
hr357,1,51,1,1,1,13186.2083333333,0.4705882353,0.0096551724,0.0007309942,0.0168128655,0.8301458509,1.2403140366,-0.2543014885,0.1204418914,0.5538422269,1.0149363261,2.465946777,PASS_OVER:HOUSE
hr3570,1,10,11,0,0,22383.8125,0.9,0.03,0.0100250627,0.0601503759,0.8825392757,1.8445203297,-0.9642969933,-0.3199875905,0.5999287056,1.1549415328,3.6511401977,REFERRED
hr3571,1,73,11,0,0,15538.2857142857,0.1917808219,0.0533333333,0.0594059406,0.2945544554,0.6379473567,1.2018639763,-0.846566695,-0.1048939598,0.5870192056,1.0670612205,2.1965342853,REFERRED
hr3573,1,27,11,0,0,8828.3823529412,0.3703703704,0,0.0318021201,0.0671378092,0.7228375484,1.8040370418,-1.0307086183,-0.3184720096,0.3981494562,0.9523220747,3.0682882109,REFERRED
hr3574,1,13,11,0,0,15462.5,0,0.0083333333,0.1208791209,0.3076923077,0.658509373,2.3261502212,-1.867607729,-0.7887790604,0.3932993978,1.1147879988,4.1943707401,REFERRED
hr3575,1,10,11,0,0,4233.59375,0,0,0.0100250627,0.0601503759,0.7465611025,2.2133128195,-1.5527489676,-0.5627124607,0.4143588336,1.034688465,3.752997482,REFERRED
hr3576,1,21,11,0,0,350555,0.8095238095,0,0.0280373832,0.0934579439,0.5619481403,1.3678093763,-0.8745241681,-0.1989154153,0.3157911077,0.8419046438,2.4026383706,REFERRED
hr3577,1,7,11,0,0,153885.6875,0,0,0.0396039604,0.1683168317,0.7107960014,2.7138425647,-2.4790814949,-0.7281157838,0.5752116629,1.2029769202,4.4433953804,REFERRED
hr3578,1,41,11,1,1,125081,0.8780487805,0.32,0.3079268293,0.5030487805,0.4106872575,1.0836628001,-0.6360287699,-0.2477798706,0.1943434406,0.74183234,2.0320807627,PASS_OVER:HOUSE
hr3579,1,46,11,0,0,128381.5,0.9782608696,0.0068965517,0.0594059406,0.2945544554,0.3539033344,0.9635325107,-0.8570133553,-0.3491064507,0.3658846673,0.8922205575,1.584359874,REFERRED
hr358,1,27,1,0,0,83876.8,0.4074074074,0.048,0.1208791209,0.3076923077,0.7376095231,1.666835192,-0.7258664055,-0.1974426152,0.2727048331,0.7899335363,3.3863086687,REFERRED
hr3580,1,20,11,0,0,16585.8125,0.05,0.0355555556,0.0426540284,0.2654028436,0.5715676299,2.16842039,-1.746139794,-0.7644004401,0.2481348249,0.9782502569,3.668572079,REFERRED
hr3581,1,9,11,0,0,119855.153846154,0.7777777778,0,0.0509838998,0.1305903399,0.5633081274,2.1270198969,-1.5818589694,-0.7152292442,0.2892142339,0.8651692188,3.3674465549,REFERRED
hr3582,1,8,11,0,0,38560.4736842105,0.5,0.1066666667,0.0007309942,0.0168128655,0.5994812726,1.4668045868,-0.8509203046,-0.2192657175,0.3265141323,0.7603013238,2.7678934872,REFERRED
hr3584,1,4,11,1,1,82205,0.5,0.0014814815,0.0483870968,0.2741935484,0.6942806174,2.3025578446,-1.8678488378,-0.6559045714,0.4030938211,1.2198664414,3.978286135,PASS_OVER:HOUSE
hr3585,1,2,11,0,0,5451.0434782609,0.5,0.12,0.0594059406,0.2945544554,0.7654354323,2.3036090284,-1.8500955865,-0.5277239666,0.5713254439,1.2779959669,4.2977132613,REFERRED
hr3586,1,2,11,0,0,19816.6666666667,1,0.0058536585,0.0007309942,0.0168128655,0.9294475715,2.348589028,-1.4765557417,-0.3753793066,0.5627882425,1.285211039,4.1566665083,REFERRED
hr3587,1,5,11,0,0,39378.75,0.6,0,0.1,0.225,0.7495215247,2.2521204071,-1.4926148312,-0.5996922464,0.3562942763,0.9978204697,3.8155908813,REFERRED
hr3588,1,2,11,2,2,78050.9285714286,0.5,0.06,0.0563991323,0.3383947939,0.8654852691,2.3309191383,-1.6160312039,-0.4923946064,0.5219990315,1.143132132,4.0656761442,ENACTED:SIGNED
hr3589,1,6,11,0,0,25779.6666666667,1,0,0.0007309942,0.0168128655,0.645919582,2.106833864,-1.1230925138,-0.5222154539,0.0550902106,0.7367029718,3.8200402638,REFERRED
hr359,1,6,1,0,0,26722.7272727273,0.3333333333,0,0.0483870968,0.2741935484,0.7062656732,2.1319097331,-1.4310501668,-0.6816098898,0.2879217828,0.9859123461,4.2395930476,REFERRED
hr3590,1,87,11,1,1,29237.4210526316,0.8850574713,0.1066666667,0.0563991323,0.3383947939,0.142360313,0.6817285039,-0.8163078838,-0.426878687,0.2440499345,0.7047533013,0.9943397808,PASS_OVER:HOUSE
hr3591,1,52,11,0,0,35775.4615384615,0,0.0088888889,0.013986014,0.1165501166,0.6398570306,1.5803399604,-1.1928810313,-0.4134314495,0.5197557901,1.1326505085,2.5878776307,REFERRED
hr3592,1,7,11,0,0,27529.0909090909,0.4285714286,0,0.0437566702,0.1419423693,0.7538134421,2.2048206918,-1.614293732,-0.5764398723,0.4790318341,1.0925924537,3.831496554,REFERRED
hr3594,1,3,11,0,0,40916.6666666667,0,0.0133333333,0.015704154,0.0871327254,0.8104255663,2.3592982015,-1.9230832545,-0.605591745,0.6184557522,1.3023602841,4.00657041,REFERRED
hr3595,1,6,11,0,0,90292.7777777778,1,0.008,0.0337142857,0.1388571429,0.7425128934,2.6040408373,-1.964403184,-0.6819986233,0.3309384749,1.0492077539,4.5309966463,REFERRED
hr3596,1,1,11,0,0,48126.1818181818,0,0.24,0.0337142857,0.1388571429,0.8024092481,2.6198945279,-1.9300496856,-0.7030179229,0.4271701312,1.1508371847,4.7576551172,REFERRED
hr3597,1,1,11,0,0,27546.6666666667,0,0.008,0.0337142857,0.1388571429,1.0724831787,2.7172134516,-1.6942808709,-0.512513131,0.6814428374,1.3614444354,5.5154407323,REFERRED
hr3598,1,1,11,0,0,31694.2222222222,1,0.192,0.0426540284,0.2654028436,0.8216915868,2.4285782225,-1.9028463785,-0.6168201444,0.5428202676,1.3062023242,4.3677675925,REFERRED
hr3599,1,9,11,0,0,31694.2222222222,0.6666666667,0.0164705882,0.0437566702,0.1419423693,0.7707298438,1.7938647315,-1.1871337301,-0.2801398973,0.5367650024,1.1552713618,3.2205698632,REFERRED
hr36,1,86,1,0,0,92769.3333333333,0.9302325581,0.0004705882,0.1050583658,0.2010376135,0.4364550635,0.8767042624,-0.6760583644,-0.3012741403,0.529941697,0.9942518065,1.4130769064,REFERRED
hr360,1,302,1,2,2,229990,0.3112582781,0.0025531915,0.015704154,0.0871327254,0.7491643255,0.4105715666,0.1946036343,0.5574875346,0.8169381893,1.0161017998,1.1743418435,ENACTED:SIGNED
hr3600,1,74,11,0,0,68948.4,0.1756756757,0.0026086957,0.015704154,0.0871327254,0.8512224669,1.4291211885,-0.7060984494,0.0515108328,0.6689312904,1.1711155643,2.6966055759,REFERRED
hr3601,1,32,11,0,0,19023.7777777778,0.96875,0.24,0.0058252427,0.0262135922,0.5163415242,1.2336539166,-0.6730651075,-0.233115933,0.2375146303,0.7804600984,2.3200777546,REFERRED
hr3602,1,12,11,0,0,8857.1428571429,0.0833333333,0,0.0078328982,0.0223118918,0.6791323488,1.8031161685,-1.3863828908,-0.5205489046,0.4446384855,1.2344432184,3.5045983838,REFERRED
hr3603,1,3,11,0,0,35533.5,0.6666666667,0.0654545455,0.0437566702,0.1419423693,0.757792863,1.9921644648,-1.5229412208,-0.5985794117,0.5873789565,1.274602753,3.5232739643,REFERRED
hr3604,1,6,11,0,0,43636.75,1,0,0.0337142857,0.1388571429,0.9741815004,1.7584061271,-0.5357324189,-0.0342162227,0.5360084227,1.1304403985,3.4513901576,REFERRED
hr3605,1,3,11,0,0,74996.5555555556,0.3333333333,0.0766666667,0.0078328982,0.0223118918,0.7410656779,2.1115801472,-1.3755065112,-0.5492552707,0.3541673667,1.0936951916,3.7504250201,REPORTED
hr3606,1,4,11,0,0,22807.5714285714,1,0.0266666667,0.0602134146,0.2538109756,0.7887562854,2.1293122527,-1.2311845152,-0.4047504243,0.3758644684,1.0075042035,3.5356713425,REPORTED
hr3607,1,3,11,0,0,75278.625,1,0.0116129032,0.0437566702,0.1419423693,0.7202332415,2.1441562807,-1.4205576433,-0.4250893621,0.3435621172,1.0749264205,3.5056447223,REFERRED
hr3609,1,27,11,0,0,37229.3076923077,0.2222222222,0,0.0437566702,0.1419423693,0.8642487814,2.0119755306,-1.2005148006,-0.3587072388,0.4795819288,1.1196925573,4.1715579136,REPORTED
hr3610,1,45,11,1,1,57286.4090909091,0.5111111111,0.0072727273,0.0337142857,0.1388571429,0.6659179584,1.3278439971,-0.7469647201,-0.0484370171,0.4509606767,0.9629300623,2.6661308149,PASS_OVER:HOUSE
hr3611,1,10,11,0,0,39773.8571428571,1,0.0228571429,0.015704154,0.0871327254,0.8721704981,2.4034966012,-1.6284626643,-0.3431829281,0.4303480174,1.0996641948,4.2882632214,REFERRED
hr3612,1,6,11,0,0,0.3333333333,0,0,0.0337142857,0.1388571429,0.6836320291,1.8853858156,-1.3916936589,-0.4793332594,0.4778529186,1.1502343357,3.3000768369,REFERRED
hr3613,1,2,11,0,0,17806.0833333333,0,0,0.0337142857,0.1388571429,0.8603082285,2.5653658311,-1.6779185705,-0.745205771,0.3438217773,1.1926814552,5.1063848525,REFERRED
hr3614,1,1,11,0,0,35733.2941176471,1,0.0010526316,0.0337142857,0.1388571429,0.6591400082,2.2090080736,-1.5197901105,-0.5881553694,0.2575358846,0.7534561962,4.2581871705,REFERRED
hr3615,1,1,11,0,0,35733.2941176471,1,0.0084210526,0.0337142857,0.1388571429,0.8804210589,2.5151409425,-1.6615981727,-0.5364224976,0.4286309073,1.1689150511,4.5406069014,REFERRED
hr3616,1,24,11,0,0,94017.6,0.1666666667,0,0.0337142857,0.1388571429,0.8335800569,1.8847396963,-1.0901844545,-0.255918427,0.4449095904,1.2232275836,3.6219814288,REFERRED
hr3617,1,2,11,0,0,737465.5,0.5,0,0.0337142857,0.1388571429,0.8745654389,2.1634346067,-1.1236811407,-0.4247572312,0.3704531834,0.9571518568,4.4810010441,REFERRED
hr3618,1,1,11,0,0,17806.0833333333,0,0,0.0337142857,0.1388571429,0.9087482476,2.2609956582,-1.2822248179,-0.357003852,0.46928927,1.0675959919,4.380952152,REFERRED
hr3619,1,6,11,0,0,52073.125,0,0.0038095238,0.0337142857,0.1388571429,0.9158490966,2.2832229729,-1.3693908322,-0.479624579,0.5100835316,1.1267150148,4.3698079595,REFERRED
hr362,1,32,1,0,0,5394.1333333333,0,0,0.0078328982,0.0223118918,0.7029619549,1.4405941111,-0.8525482619,-0.1619988404,0.5251100736,0.9990055683,2.6593621558,REFERRED
hr3620,1,13,11,0,0,52073.125,0,0.01,0.0602134146,0.3383947939,0.7971259808,1.7847120567,-1.3778822949,-0.2398620311,0.6942840023,1.339344007,3.2585139819,REFERRED
hr3621,1,1,11,0,0,61289.3333333333,1,0,0.0078328982,0.0223118918,1.0573148257,2.5498422449,-1.3336286818,-0.3526138504,0.4525636795,1.1541573763,4.8156407672,REFERRED
hr3622,1,1,11,0,0,61289.3333333333,1,0,0.1325301205,0.2771084337,0.6721730916,2.323083309,-1.7087072698,-0.6593252647,0.2711412449,0.9357841451,4.5641803532,REFERRED
hr3623,1,2,11,0,0,48180.6666666667,0.5,0.0054545455,0.1050583658,0.2010376135,1.0022981296,2.7252793302,-2.0103223586,-0.5702729542,0.5986549361,1.5529340523,4.5977766857,REPORTED
hr3624,1,2,11,0,0,37389.15625,0,0.96,0.1050583658,0.3099630996,0.9173774478,2.3427979363,-1.7542121079,-0.4998188748,0.6183557186,1.3632470923,4.6930753612,REFERRED
hr3625,1,17,12,0,0,31328.5714285714,0.5882352941,0,0.0337142857,0.1388571429,0.7309174767,1.6316669653,-0.8030569872,-0.2167840019,0.3968183704,0.9413945506,3.00180542,REPORTED
hr3626,1,3,12,2,2,14100,0.3333333333,0.0016666667,0.0078328982,0.0223118918,0.5812920992,2.2998806783,-1.5677892556,-0.7647326407,0.0525757965,0.6863748445,4.3977401635,ENACTED:SIGNED
hr3627,1,4,12,2,2,100994.5,0.5,0.008,0.0437566702,0.1419423693,0.8660777798,2.6892023997,-2.2134467857,-0.7674864664,0.6390059719,1.4322435018,4.647214091,ENACTED:SIGNED
hr3628,1,2,12,1,1,217064.888888889,0.5,0.0171428571,0.1325301205,0.2771084337,0.632324986,2.1208181102,-1.3393871141,-0.5974352714,0.0953493776,0.7200484045,4.205851586,PASS_OVER:HOUSE
hr3629,1,12,12,0,0,17243.3,0.75,0,0.1050583658,0.2010376135,0.6507290564,1.9993812415,-1.2209657451,-0.4832210279,0.2542658728,0.7560744081,3.6500477662,REFERRED
hr363,1,31,1,0,0,5394.1333333333,0,0,0.0337142857,0.1388571429,0.6133762875,1.7701667737,-1.3555241324,-0.5012208192,0.4539719626,1.0160224805,2.9935840632,REFERRED
hr3630,1,5,12,0,0,145111.857142857,0,0,0.015704154,0.0871327254,0.9541222019,2.0805734091,-1.0646318677,-0.3430990005,0.5618295684,1.204775773,4.2740403104,REFERRED
hr3631,1,2,12,0,0,87080,1,0.1333333333,0.0437566702,0.1419423693,0.8418459117,1.9985523704,-1.1523860265,-0.2515784349,0.5022618267,1.1167156146,3.4494542914,REFERRED
hr3632,1,2,12,0,0,35063.25,1,0,0.0058252427,0.0262135922,0.8682825899,2.1030359804,-1.4467399386,-0.3603720281,0.6133081935,1.3426590366,3.9781380544,REFERRED
hr3633,1,6,12,0,0,72563.7777777778,0.8333333333,0,0.0078328982,0.0223118918,0.8971913144,2.0971036851,-1.5382587773,-0.3078072566,0.7044874866,1.3661113261,4.1091797048,REFERRED
hr3634,1,16,12,0,0,106408,0.125,0.04,0.0437566702,0.1419423693,0.7397269755,2.1778713573,-1.7203519314,-0.5093475975,0.5763822538,1.1758509333,3.7309557547,REFERRED
hr3636,1,2,12,0,0,38560.4736842105,0.5,0.96,0.0602134146,0.2538109756,0.6845040617,1.8466814099,-1.2943605838,-0.4437567119,0.4580787119,1.0202687811,3.3389152614,REFERRED
hr3637,1,19,12,0,0,18789.15,1,0.0071428571,0.1050583658,0.2010376135,0.7022005738,1.5840453859,-0.7845809612,-0.2085983263,0.3486846312,0.8792612956,2.8395861662,REFERRED
hr3638,1,1,12,0,0,38560.4736842105,0,0,0.0509838998,0.1305903399,0.8303137128,2.1949250851,-1.282285672,-0.4774657786,0.3834199062,0.9725776083,4.3549611068,REFERRED
hr3639,1,2,12,0,0,36637.6666666667,1,0.96,0.0564516129,0.1801075269,1.1465247203,2.1723163507,-1.2974542887,-0.3011460556,0.9795831504,1.6376289226,4.3462712734,REFERRED
hr364,1,6,1,0,0,5313.5,0,0.04,0.015704154,0.0871327254,0.1692543311,1.0973623652,-0.9587786959,-0.6152398846,-0.0683221147,0.6695015678,1.6637833527,REFERRED
hr3640,1,1,12,0,0,63353.8461538462,0,0,0.0078328982,0.0223118918,0.9746946672,2.2720592028,-1.3079311208,-0.3157213317,0.568179187,1.2059064261,4.6234396755,REFERRED
hr3641,1,8,12,0,0,40021.7692307692,1,0.0047058824,0.0602134146,0.2538109756,0.5493205983,1.5788192397,-0.8179454983,-0.3609480544,0.1379306871,0.7073824034,3.237532787,REFERRED
hr3642,1,3,12,0,0,26272.0833333333,0,0,0.0078328982,0.0223118918,0.7387063346,2.5535145443,-2.0015668848,-0.731389543,0.3801181156,1.1225774621,4.7902281127,REFERRED
hr3643,1,8,12,0,0,37389.15625,0.125,0,0.0078328982,0.0223118918,0.6718973018,2.0911190181,-1.8608882736,-0.5581812765,0.5105208766,1.1603154784,3.9262638428,REFERRED
hr3644,1,2,12,0,0,35533.5,1,0.0375,0.015704154,0.0871327254,0.9697865014,2.1022477219,-0.9249057782,-0.351572984,0.4869881502,1.163733752,4.3337118457,REFERRED
hr3645,1,1,12,0,0,220018.111111111,0,0.075,0.0594059406,0.2945544554,0.8123641911,2.0959181236,-1.6013953549,-0.4567217357,0.6945913393,1.4139109651,3.9021693107,REFERRED
hr3646,1,5,12,0,0,31253.8461538462,0.2,0.48,0.0396039604,0.1683168317,0.6822218453,2.1980571867,-1.6014120923,-0.604489785,0.3043347826,0.9176476944,4.0488353941,REFERRED
hr3647,1,1,12,0,0,19819.9333333333,1,0.0266666667,0.0100250627,0.0601503759,0.8437486796,2.180552833,-1.2742126723,-0.4724283013,0.3411189238,0.9509856522,4.3741240448,REFERRED
hr3648,1,4,12,0,0,105943.958333333,0,0.0133333333,0.0100250627,0.0601503759,0.8869387298,2.589609062,-1.8697477869,-0.6261933726,0.5081029513,1.186298281,4.9046052995,REFERRED
hr3649,1,12,12,0,0,137116.875,0,0.0069565217,0.0594059406,0.2945544554,0.653484869,2.1621520972,-1.3637180712,-0.551467698,0.1843564222,0.7475607798,3.9691275984,REFERRED
hr365,1,6,1,0,0,5313.5,0,0.24,0.0563991323,0.3383947939,0.3345290173,1.8035278603,-1.4792464554,-0.7836969795,0.0231044098,0.6219244102,3.1755475969,REFERRED
hr3650,1,12,12,0,0,167824.111111111,0,0.24,0.0391304348,0.2826086957,0.9184635404,2.3410535018,-1.5561612052,-0.4401067953,0.5384915821,1.2025032904,4.4125803016,REFERRED
hr3651,1,3,12,0,0,26272.0833333333,0,0,0.0007309942,0.0168128655,0.8995623268,2.2376508832,-1.4416320709,-0.3695602172,0.4301239495,1.1237499487,4.3138445389,REFERRED
hr3652,1,1,12,0,0,116845.75,1,0.0021621622,0.0391304348,0.2826086957,0.7142641736,2.3721649739,-1.3023013386,-0.6741990814,0.0883987181,0.7827584767,4.465300362,REFERRED
hr3653,1,6,12,0,0,17736.9565217391,0.8333333333,0,0.0563991323,0.3383947939,0.5820151497,2.2282255469,-1.9815483644,-0.7164882112,0.3427117157,1.0367540962,3.7761204662,REFERRED
hr3654,1,6,12,0,0,0.3333333333,0,0.0145454545,0,0.15625,0.7197537842,2.3936366874,-1.4374624308,-0.7073000752,0.1416768981,0.6909822962,4.5805798265,REFERRED
hr3655,1,12,12,0,0,34668.7333333333,0.1666666667,0,0.0280373832,0.0934579439,0.5832813816,1.9457745615,-1.5098282914,-0.6450599084,0.2945048943,0.8545347328,3.3025396652,REFERRED
hr3656,1,6,12,0,0,15462.5,0.3333333333,0,0,0.15625,1.0374550215,2.7608375657,-1.8064711043,-0.6042368659,0.7051828758,1.5250427617,4.590266104,REFERRED
hr3657,1,12,12,0,0,49482,0.75,0.08,0.0426540284,0.2654028436,0.5501321343,1.6231679383,-0.9474713504,-0.4095596551,0.150522086,0.6864258108,3.1908019359,REFERRED
hr3658,1,299,12,2,2,91877.2,0.4682274247,0.002962963,0.1,0.225,0.6747526853,0.5823750429,-0.3031725254,0.5546028967,0.8503788435,1.0348315754,1.1886503254,ENACTED:SIGNED
hr3659,1,1,12,0,0,29691.7407407407,1,0.96,0.0594059406,0.2945544554,0.6742001396,2.1209470203,-1.2975573819,-0.5436386078,0.1678879187,0.7569492791,3.8275359529,REFERRED
hr366,1,231,1,0,0,36694.9166666667,0.3203463203,0.08,0.0483870968,0.2741935484,0.8256601849,0.3997369239,0.3423666721,0.6094627399,0.865468301,1.0666197187,1.2298682781,REFERRED
hr3660,1,7,12,0,0,8828.3823529412,0.1428571429,0.04,0.0100250627,0.0601503759,0.7615135673,2.116738992,-1.457009016,-0.5508346959,0.3675652759,1.0225526725,4.1836037639,REFERRED
hr3661,1,5,12,0,0,10241.7777777778,0.8,0,0.0563991323,0.3383947939,0.9364556326,2.0362011592,-0.6167446453,-0.1959286709,0.3343181719,0.9333207614,4.1356580569,REFERRED
hr3662,1,23,12,0,0,91171.7333333333,0.0869565217,0.0052173913,0.0100250627,0.0601503759,0.7247937606,1.7838376671,-1.3931522712,-0.3546059931,0.5455444665,1.1418461599,3.5085723523,REFERRED
hr3663,1,18,12,0,0,48767.9285714286,1,0.008,0.0391304348,0.2826086957,0.5598468565,1.2863173733,-0.7535339069,-0.2001191566,0.3373166169,0.7676257838,2.378400511,REFERRED
hr3664,1,1,12,0,0,70211.75,0,0.0142857143,0.0563991323,0.3383947939,1.077031962,2.3310147311,-1.0944329474,-0.2981075235,0.5795518521,1.1477348114,4.6909083053,REFERRED
hr3665,1,22,12,0,0,132182.5,0.0454545455,0.48,0.0563991323,0.3383947939,0.6525679568,1.8281992616,-1.5726940658,-0.5156614504,0.5843408758,1.2017670329,3.310233481,REFERRED
hr3666,1,6,12,0,0,24493.9090909091,0,0.24,0.3079268293,0.5030487805,0.6959420649,2.7940583696,-2.1929928841,-0.9447359587,0.2478069576,0.9584920894,5.2126681941,REFERRED
hr3667,1,9,12,0,0,40790.4,1,0.0043478261,0.0594059406,0.2945544554,0.5744426967,1.6522520108,-1.1521009995,-0.4680619343,0.3536734724,0.8141299611,2.986820066,REFERRED
hr3668,1,1,12,0,0,49680.2222222222,0,0.0126315789,0.0563991323,0.3383947939,0.8292255724,2.5927438923,-1.9042641643,-0.5959040944,0.462528383,1.1364738617,4.8318358171,REFERRED
hr3669,1,2,12,0,0,195833.4,0,0.0155555556,0.0007309942,0.0168128655,0.6373808786,2.5271633944,-2.1258252612,-0.8911689014,0.3363701859,1.106835947,4.4321132691,REFERRED
hr367,1,165,1,1,1,131801.2,0.9939393939,0,0,0,0.0987627928,0.8533602397,-1.0061266245,-0.7693971742,0.1414989354,0.9393968793,1.1146124013,PASS_OVER:HOUSE
hr3671,1,2,12,0,0,13186.2083333333,1,0.04,0.0100250627,0.0601503759,0.8217110371,2.1536837107,-1.6370096403,-0.4575880097,0.5935260048,1.2354963667,4.1314712139,REFERRED
hr3672,1,6,12,0,0,94017.6,0.3333333333,0.003125,0.0318021201,0.0671378092,0.8500603831,2.1607540554,-1.3306332908,-0.3647332937,0.395964269,1.1854863718,4.080886553,REFERRED
hr3673,1,43,12,0,0,89934.4666666667,0.5581395349,0.0013245033,0.0318021201,0.0671378092,0.7151285272,0.9506662305,-0.2739921617,0.1267403811,0.5578856856,1.00062489,1.9358213079,REFERRED
hr3674,1,5,12,0,0,130802,0.4,0.0085714286,0.1050583658,0.2010376135,0.7152005381,2.1011380499,-1.4892007001,-0.4292053232,0.4013039994,0.9534618444,3.597004213,REFERRED
hr3675,1,2,12,1,1,172586.2,1,0.0138461538,0.0769230769,0.2564102564,0.5452316128,1.9364954672,-1.4312205437,-0.5622669286,0.1401285025,0.8128070309,3.4498124865,PASS_OVER:HOUSE
hr3676,1,34,12,0,0,217064.888888889,0.5588235294,0,0.1050583658,0.2010376135,0.7254147033,1.2662593433,-0.3792397198,0.0085165701,0.4426751163,0.8676396725,2.3933664818,REPORTED
