bill_id,intercept_term,num_cosponsors,introduced_month,num_voting_rounds,num_passed_rounds,amount,bipartisan score,% of cosponsors in the committee it is referred to,historical rate for success,historical rate for getting out committee,Vote-mean,Vote-stdev,Vote-hist-10%,Vote-hist-25%,Vote-hist-50%,Vote-hist-75%,Vote-hist-90%,status
hr2119,1,8,5,0,0,94017.6,0,0.04,0.0337142857,0.1388571429,0.8726470541,2.3494263091,-1.6971468264,-0.4593423238,0.5553348664,1.2688588937,4.4052027409,REFERRED
hr212,1,1,1,0,0,9422.5,0,0.0222222222,0.015704154,0.0871327254,0.9356613241,2.0272337567,-0.9390422338,-0.2539253945,0.450976389,1.1372934079,4.2219496749,REFERRED
hr2120,1,3,5,0,0,24179.6666666667,0,0.24,0.1875,0.375,0.823124059,2.2386918358,-1.4509684906,-0.5526238037,0.4184138244,1.0054578547,4.3573531692,REFERRED
hr2121,1,2,5,0,0,21761.8823529412,0,0.2133333333,0.0058252427,0.0262135922,0.7534187637,2.2147756441,-1.6150303306,-0.4810925135,0.4345955119,1.1490126691,3.6223103517,REFERRED
hr2122,1,24,5,0,0,96411.0769230769,0.875,0.96,0.0594059406,0.2945544554,0.3851434122,1.0754071844,-0.6638196436,-0.2687413342,0.0980623199,0.7184277332,1.891910869,REPORTED
hr2123,1,22,5,0,0,48031.3333333333,0.4545454545,0.0171428571,0.0594059406,0.2945544554,0.8470880409,1.7527812287,-0.9136864275,-0.1209362445,0.5180420366,1.1739770886,3.2483872499,REFERRED
hr2124,1,1,5,0,0,289897.923076923,0,0.12,0.0483870968,0.2741935484,0.999696655,2.4682828402,-1.6390609298,-0.5548963998,0.6757420164,1.4598491425,4.8777948587,REFERRED
hr2125,1,9,5,0,0,217064.888888889,1,0,0,0,0.7838242284,1.9481790738,-1.22067218,-0.3060108044,0.4775225698,1.1431350691,3.2946443085,REFERRED
hr2126,1,2,5,1,1,22383.8125,0.5,0.0126315789,0.075,0.675,0.7140896773,1.9568008338,-1.3684891344,-0.3989965071,0.4183640826,1.0778336376,3.2728098245,PASS_OVER:HOUSE
hr2127,1,8,5,0,0,22383.8125,0.75,0.96,0.0563991323,0.3383947939,0.5223834566,1.5472180267,-1.0588336392,-0.4360139522,0.2794071128,0.8730693985,2.7573492716,REFERRED
hr2128,1,3,5,0,0,22383.8125,0.3333333333,0.96,0.0375,0.1125,0.9779886419,2.5489564504,-2.0390417511,-0.834052104,1.0321290862,1.7308125091,4.5120710784,REFERRED
hr2129,1,4,5,0,0,36772.1428571429,0,0.06,0.0483870968,0.2741935484,1.0162860404,2.2232743398,-1.2173264339,-0.2364256974,0.6220108909,1.2720476115,4.1378065326,REFERRED
hr213,1,1,1,0,0,9422.5,0,0.0068965517,0.0391304348,0.2826086957,0.6466984245,2.2380229452,-1.6951741241,-0.6920165773,0.2866751193,0.8032203052,4.3005295471,REFERRED
hr2130,1,34,5,0,0,8828.3823529412,0,0,0.0426540284,0.2654028436,0.8275335131,2.017830271,-1.4232951107,-0.2202303128,0.6071229545,1.1246458935,3.3065068811,REFERRED
hr2131,1,23,5,0,0,18906.53125,1,0.0085714286,0.0007309942,0.0168128655,0.4428845045,1.1282778582,-0.6610946648,-0.3132088149,0.189795438,0.7611851576,2.1204435136,REPORTED
hr2132,1,6,5,0,0,36001.25,0,0.0571428571,0.0594059406,0.2945544554,0.7310661226,2.119821649,-1.6489174383,-0.6068625071,0.5465126225,1.1575501631,4.1282338897,REFERRED
hr2133,1,2,5,0,0,10097.375,0.5,0.1066666667,0.0563991323,0.3383947939,0.9953590406,2.0564287292,-1.4348867778,-0.2766206513,0.8448241354,1.4663152473,3.9089708741,REFERRED
hr2134,1,40,5,0,0,126275.6,0.3,0,0.0594059406,0.2945544554,0.6249792273,1.5923580265,-1.090068766,-0.3110539382,0.412542575,0.9600181445,2.775933184,REFERRED
hr2135,1,12,5,0,0,66509.8888888889,0.6666666667,0.0533333333,0.0483870968,0.2741935484,0.6734789116,1.813883381,-0.960648244,-0.3112714907,0.2335155435,0.8015726822,3.4606291746,REFERRED
hr2136,1,1,5,0,0,49482,1,0,0.3079268293,0.5030487805,1.0126230215,2.4808852026,-1.4779670454,-0.4205514699,0.5019257336,1.2927110578,4.8148114333,REFERRED
hr2137,1,40,5,0,0,53912.6,0.225,0.16,0.0426540284,0.2654028436,0.8081566154,1.6777718185,-1.0735080134,-0.196950706,0.6409068734,1.1907894963,3.1383412039,REFERRED
hr2138,1,10,5,0,0,350555,1,0.12,0.0280373832,0.0934579439,0.5851271793,1.6021489753,-0.9686796113,-0.3235172051,0.2101793315,0.7938505016,3.1228215227,REFERRED
hr2139,1,19,5,0,0,163872,0.3684210526,0.16,0.0100250627,0.0601503759,0.7764686035,1.705436781,-0.826706438,-0.2085994518,0.4319131765,1.0026581791,3.1038017989,REFERRED
hr214,1,1,1,0,0,9422.5,0,0.06,0.0483870968,0.2741935484,0.9830548438,2.4496095652,-1.5713351417,-0.5284945438,0.6125865514,1.2422222165,5.1633978056,REFERRED
hr2140,1,2,5,0,0,50755,0.5,0.96,0.0007309942,0.0168128655,0.6838903499,2.3902271361,-1.651896169,-0.7441529689,0.1682878934,0.9184786824,4.4012829331,REFERRED
hr2141,1,19,5,0,0,56483.1111111111,0,0.24,0.0594059406,0.2945544554,0.5753682398,1.9565401653,-1.7560653082,-0.3649314292,0.3815895288,0.9938722933,3.2575775481,REFERRED
hr2142,1,5,5,0,0,169893,0.6,0.08,0.0426540284,0.2654028436,0.9005372525,2.2600742323,-1.2755989287,-0.5417156616,0.433424821,1.1730205889,4.3578785399,REFERRED
hr2143,1,14,5,0,0,50946.1363636364,0.7857142857,0.06,0.3079268293,0.5030487805,0.7686212778,1.6690091286,-0.7249464689,-0.1610960007,0.3081309127,0.8856987847,3.2394333022,REFERRED
hr2144,1,27,5,0,0,105943.958333333,0.2222222222,0.96,0.0007309942,0.0168128655,0.7809628709,1.4664545743,-0.648318872,-0.1817852983,0.5422927639,1.0451780023,2.7484440681,REFERRED
hr2145,1,3,5,0,0,57772,0.3333333333,0.24,0.0563991323,0.3383947939,0.5151588488,2.4557614135,-2.0169520364,-0.9031908425,-0.023834063,0.9775574586,4.029733016,REFERRED
hr2146,1,75,5,0,0,21363.6363636364,0.0133333333,0,0,0,0.7811474239,1.6292486833,-1.0256686786,-0.2000275376,0.6092900903,1.2043626675,2.8776409163,REFERRED
hr2147,1,2,5,0,0,44491.6363636364,0,0.24,0.0100250627,0.0601503759,0.9505156145,2.8904379497,-1.8610089715,-0.6800572046,0.3724501902,1.287302062,5.0513213604,REFERRED
hr2148,1,1,5,0,0,44491.6363636364,0,0.24,0.0483870968,0.2741935484,0.865809861,1.9985220741,-1.4634174275,-0.5473179215,0.8784460874,1.501893473,3.6740052842,REFERRED
hr2149,1,22,5,0,0,19914.6666666667,0.0909090909,0.24,0.0483870968,0.2741935484,0.5950825675,1.8286631721,-1.4487507284,-0.4616595075,0.3634420839,0.9348705539,3.0920704878,REFERRED
hr215,1,1,1,0,0,9422.5,0,0.96,0.0483870968,0.2741935484,0.7616079372,2.6830792799,-1.9701860734,-0.8340658797,0.3258663103,1.0008886657,4.8306346761,REFERRED
hr2150,1,17,5,0,0,36259.0909090909,0.5294117647,0.48,0.0483870968,0.2741935484,0.9816848965,1.845297399,-0.6702481717,-0.1238762603,0.6212101634,1.277960911,3.7344275156,REFERRED
hr2151,1,4,5,0,0,25162.5238095238,0,0.96,0.0483870968,0.2741935484,0.7441125461,2.1515836119,-1.7749597506,-0.4400052468,0.5858015457,1.1555627942,4.0871797124,REFERRED
hr2152,1,1,5,0,0,133002.75,0,0.96,0.0483870968,0.2741935484,0.9241024658,2.1960024523,-1.4506794311,-0.4684866075,0.551559003,1.305630483,4.1494498159,REFERRED
hr2153,1,3,5,0,0,133002.75,0.3333333333,0.96,0.0483870968,0.2741935484,0.8085344214,2.1096516275,-1.2159517126,-0.3744740616,0.3364421855,0.9697215089,4.39006876,REFERRED
hr2154,1,7,5,0,0,32111.1111111111,0.5714285714,0.96,0.0483870968,0.2741935484,0.6402239005,1.7872843759,-1.1480241878,-0.3251176432,0.2473333874,0.8884598289,3.4023596314,REFERRED
hr2155,1,2,5,0,0,16585.8125,0,0.48,0.0483870968,0.2741935484,0.9315769621,2.6176317589,-1.8849123878,-0.5260758086,0.609087219,1.2177984795,4.7377366192,REFERRED
hr2156,1,10,5,0,0,48180.6666666667,0.6,0.0133333333,0.0396039604,0.1683168317,0.6046891221,1.5288557715,-0.922362147,-0.201641096,0.3330510918,0.9034745853,2.6178671398,REFERRED
hr2157,1,5,5,0,0,52790.3076923077,0.2,0.0001055409,0.0483870968,0.2741935484,0.5759139023,2.239848575,-1.7378809135,-0.7898079351,0.1628939108,0.9032683984,3.7427410295,REFERRED
hr2159,1,16,5,0,0,68948.4,0,0.0102564103,0.015704154,0.0871327254,1.0045009325,2.1732939519,-1.0267246965,-0.3777176272,0.5247610409,1.260839512,4.23993581,REFERRED
hr216,1,1,1,0,0,9422.5,0,0.24,0.0701107011,0.3099630996,0.6439241838,1.906343975,-1.5456329211,-0.4057550399,0.4293044434,0.9748025426,3.2810702267,REFERRED
hr2160,1,9,5,0,0,138759.8,0,0.019047619,0.015704154,0.0871327254,0.9665267628,2.1582874972,-1.3462500726,-0.3260554327,0.6639739161,1.3897282108,4.001449066,REFERRED
hr2161,1,1,5,0,0,19023.7777777778,1,0,0.0564516129,0.1801075269,0.6277254826,2.0193225014,-1.2777593551,-0.5577871022,0.1464213132,0.6994215646,4.0711839206,REFERRED
hr2162,1,4,5,0,0,10241.7777777778,1,0.0057831325,0.0318021201,0.0934579439,0.9227678496,2.1511224559,-1.1038860784,-0.4546207768,0.4486490006,1.2183813652,4.3260585722,REFERRED
hr2163,1,3,5,0,0,29322,0,0.0094117647,0.0437566702,0.1419423693,0.7163278327,2.0968042109,-1.4967712621,-0.5801142832,0.4574890211,1.1241794841,3.507165612,REFERRED
hr2164,1,20,5,0,0,40790.4,0.95,0.0007017544,0.3079268293,0.5030487805,0.5564570917,1.4564312331,-0.7540929669,-0.2752030533,0.2100014506,0.7323531381,2.568290577,REFERRED
hr2165,1,2,5,0,0,102206.461538462,1,0.0329411765,0.0594059406,0.2945544554,0.8665884301,2.7274226218,-2.0636477342,-0.759647124,0.5254638078,1.3445239824,4.5573761189,REFERRED
hr2166,1,4,5,1,1,102206.461538462,0.5,0.0082051282,0.0602134146,0.2538109756,0.6385192967,2.1954820842,-1.7202439825,-0.7219944532,0.2256652575,1.1112903882,4.1458268399,PASS_OVER:HOUSE
hr2167,1,2,5,2,2,240925.333333333,0.5,0.2133333333,0.015704154,0.0871327254,1.1349630794,2.578583379,-1.6048177573,-0.3821366548,0.7144707417,1.454523738,5.1196032119,ENACTED:SIGNED
hr2168,1,1,5,0,0,240925.333333333,0,0.96,0.0602134146,0.2538109756,0.906786442,2.730017681,-2.1591712288,-0.5406329897,0.6236531366,1.3086140981,4.9353991746,REFERRED
hr2169,1,8,5,0,0,27840,0.125,0.96,0.0602134146,0.2538109756,0.535175618,1.8309536224,-1.5541537266,-0.4164557587,0.2960245935,0.9183786831,3.2003620354,REFERRED
hr217,1,185,1,0,0,38044.380952381,0.972972973,0.0033333333,0.015704154,0.0871327254,0.1406473679,0.8312152616,-0.8629153422,-0.5777737815,0.0096523692,0.9573674881,1.1666258391,REFERRED
hr2170,1,14,5,0,0,14846.3333333333,0,0.96,0.0602134146,0.2538109756,0.7553629683,1.8907652469,-1.3593369536,-0.3896650148,0.5511448954,1.1478607587,3.5374802925,REFERRED
hr2171,1,5,5,0,0,14846.3333333333,0.4,0,0.0078328982,0.0223118918,0.9500617214,2.2383423203,-1.5588973652,-0.326387066,0.7095610672,1.4345480641,3.9061172203,REFERRED
hr2172,1,8,5,0,0,30212.4,0,0.035,0.0701107011,0.3099630996,0.894463487,2.3514876749,-1.7411544556,-0.549829188,0.6535420793,1.5181237666,4.3162733189,REFERRED
hr2173,1,5,5,0,0,30212.4,0,0.0032258065,0.015704154,0.0871327254,0.5687900816,1.9821896743,-1.7200297278,-0.6917701211,0.3715823374,0.9936317201,3.6373030205,REFERRED
hr2174,1,17,5,0,0,37389.15625,0.0588235294,0.0171428571,0.0078328982,0.0223118918,0.6316708969,1.9251104421,-1.4430532513,-0.4591470223,0.3572020679,0.9208088446,3.3701406292,REFERRED
hr2175,1,10,5,0,0,78050.9285714286,1,0.96,0.0602134146,0.2538109756,0.7094389341,1.9282016177,-1.3250036138,-0.4522438293,0.3740054263,1.1187853588,3.7733136676,REPORTED
hr2176,1,2,5,0,0,42565.1111111111,1,0.0050909091,0.015704154,0.0871327254,0.7801125588,1.9933508037,-1.3198975472,-0.413688911,0.4539509645,1.0897341651,3.6462215747,REFERRED
hr2177,1,7,5,0,0,29929.4210526316,0,0.96,0.0769230769,0.675,0.5253542018,2.3539901771,-1.9532607265,-0.7925838472,0.1873334077,0.8103953979,4.2928858885,REFERRED
hr2178,1,48,5,0,0,76813.9444444444,0.0625,0.96,0.0769230769,0.675,0.7880583821,1.5612346934,-0.9156468498,-0.1150448733,0.65395421,1.1931059099,2.821053337,REFERRED
hr2179,1,9,5,0,0,76813.9444444444,0.2222222222,0.04,0.0337142857,0.1388571429,0.8486595764,2.0696068164,-1.3453416103,-0.2691314624,0.5393868839,1.1341126627,3.8119079515,REFERRED
hr218,1,1,1,0,0,48696.3571428572,0,0.0054545455,0.0437566702,0.1419423693,0.8378309958,2.3941405154,-1.9146606008,-0.6004068854,0.691714749,1.4509653953,4.2150112785,REFERRED
hr2180,1,1,5,0,0,58395.9090909091,0,0.0290909091,0.0701107011,0.3099630996,0.6000783201,2.3646161281,-1.7934691292,-0.787830923,0.1926696229,0.8002495313,3.9802475431,REFERRED
hr2181,1,4,5,0,0,62200.9230769231,0.5,0,0.0078328982,0.0223118918,0.6938738403,1.9011219832,-1.2014030824,-0.3922959978,0.2607396453,0.9226903451,3.8704950335,REFERRED
hr2182,1,66,5,0,0,9083.8928571429,0,0.32,0.0437566702,0.1419423693,0.8351746408,1.5960889788,-1.0730881025,-0.2177088393,0.7563560114,1.2877222811,3.2839145309,REFERRED
hr2183,1,4,5,0,0,9083.8928571429,0,0.1066666667,0.0310559006,0.115942029,0.5593635319,1.8800927199,-1.3673673612,-0.5888304834,0.2739443567,0.7532464766,3.3069026014,REFERRED
hr2184,1,2,5,0,0,74146.3333333333,0,0.0094117647,0.0337142857,0.1388571429,0.7395134574,2.1795037565,-1.8378492436,-0.4258518854,0.5549685674,1.2771610207,3.9986306222,REFERRED
hr2185,1,15,5,0,0,128441.5,0.0666666667,0.16,0.0078328982,0.0223118918,0.8920948448,2.1412869026,-1.4262504186,-0.3831703066,0.6223733045,1.244764465,4.3139624547,REFERRED
hr2186,1,5,5,0,0,114795.294117647,0,0.0004958678,0.015704154,0.0871327254,0.9016083793,2.4029496641,-1.8674268965,-0.6026852452,0.6832606294,1.4913996807,4.6240797045,REFERRED
hr2187,1,11,5,0,0,166724.333333333,0.4545454545,0.0010666667,0.0078328982,0.0223118918,0.9892523356,2.3197344004,-1.576983088,-0.3459674636,0.6209537259,1.5194366892,4.5380407547,REFERRED
hr2188,1,3,5,0,0,8080.9,0,0,0.0602134146,0.2538109756,0.7957711688,2.2110903654,-1.5805049237,-0.4559800879,0.4366987753,1.231463212,4.1266533791,REFERRED
hr2189,1,10,5,1,1,13186.2083333333,0.8,0.0015151515,0.0318021201,0.0671378092,0.7577405016,1.9186412799,-1.4516465376,-0.4569492057,0.5969965498,1.1780110626,3.5777685996,PASS_OVER:HOUSE
hr219,1,12,1,1,1,82734.5333333333,0.4166666667,0.005,0.0007309942,0.0168128655,0.6179432449,1.7363720049,-1.1535576202,-0.3842245631,0.2853135942,0.9962468152,3.066275134,PASS_OVER:HOUSE
hr2190,1,4,5,0,0,27834.6153846154,0.25,0.08,0.0100250627,0.0601503759,0.7319010616,2.2520648966,-1.6163712452,-0.433559239,0.2506353305,1.0381152553,4.335326022,REFERRED
hr2191,1,4,5,0,0,20797.7777777778,0,0.04,0.1050583658,0.3099630996,0.8669816334,2.0717401974,-1.3711127957,-0.2471080112,0.5859326614,1.2004293804,3.4770897579,REFERRED
hr2192,1,6,5,0,0,157083,1,0.08,0.0375,0.1125,0.4944925093,1.5131695836,-0.7629622371,-0.4194554227,0.0288969376,0.6893674596,3.057390286,REFERRED
hr2193,1,2,5,0,0,231510.2,0,0,0.0100250627,0.0601503759,0.8150635697,2.1764656254,-1.1768868394,-0.556061848,0.3301759915,0.814957549,4.2551026404,REFERRED
hr2194,1,8,5,0,0,57286.4090909091,1,0.1066666667,0.0563991323,0.3383947939,0.6010586165,1.6755653826,-0.681844892,-0.3612679078,-0.002784307,0.7546329924,3.2545597271,REFERRED
hr2195,1,49,5,0,0,33845,0,0,0.0100250627,0.0601503759,0.8985674552,1.971558367,-1.2794637401,-0.3731096516,0.8045726411,1.2644139671,3.9346353809,REFERRED
hr2196,1,2,5,0,0,19816.6666666667,0.5,0.04,0.0007309942,0.0168128655,0.8110725466,2.7335021556,-1.8312419859,-0.8031166358,0.2478815506,0.9677570852,4.7435428394,REFERRED
hr2197,1,2,5,1,1,8761.875,0,0.0266666667,0.0375,0.1125,0.8420630705,2.4688770155,-1.6115585403,-0.5908922025,0.341839097,0.9972536178,4.9450841243,PASS_OVER:HOUSE
hr2198,1,1,5,0,0,20057.7619047619,1,0.96,0.0563991323,0.3383947939,0.7401790942,1.6356017533,-0.878316781,-0.211911765,0.3724776199,1.0161220027,3.1993740429,REFERRED
hr2199,1,36,5,0,0,61017.1538461538,0.3333333333,0,0.0100250627,0.0601503759,0.8316505059,1.4153558979,-0.5773111446,-0.0114839942,0.5497889781,1.1059398132,2.8427268699,REFERRED
hr22,1,18,1,0,0,10097.375,0.7222222222,0,0.0375,0.1125,0.5632013757,1.6267965407,-1.0399889606,-0.3889965434,0.2752194086,0.7637423069,2.9526050594,REFERRED
hr220,1,25,1,0,0,172586.2,1,0.48,0.0396039604,0.1683168317,0.3712589421,1.1331931651,-0.6978456931,-0.3559888977,0.1587241912,0.6731043602,1.7434612661,REFERRED
hr2200,1,4,5,0,0,382.3529411765,0,0.016,0.0100250627,0.0601503759,0.3041340441,1.202938584,-0.9831678077,-0.4888960915,0.1068121931,0.6568229425,1.8341124148,REFERRED
hr2201,1,16,5,0,0,66365.2222222222,0,0.2133333333,0.0563991323,0.3383947939,0.8705102289,2.1220834586,-1.2315967927,-0.3485274797,0.4310360127,0.9525957225,4.3153392731,REFERRED
hr2202,1,9,5,0,0,64092.2222222222,0.5555555556,0.0051282051,0.3079268293,0.5030487805,0.8843650403,2.1399850818,-1.1210244847,-0.2655069525,0.3386429275,1.0795375903,4.3260498835,REFERRED
hr2203,1,305,5,2,2,274564.714285714,0.6229508197,0,0,0,0.627544009,0.6845664228,-0.4032627505,0.5434339735,0.8428952273,1.022437216,1.1671135006,PASSED:BILL
hr2204,1,1,5,0,0,26601,0,0,0.0563991323,0.3383947939,0.8579817222,2.7573138709,-2.1755629223,-0.7631484027,0.5436946783,1.4427498329,4.9656188475,REFERRED
hr2205,1,4,5,0,0,26601,0,0.004,0.0594059406,0.2945544554,0.7628107109,2.1042258534,-1.5080534828,-0.3982873907,0.4171220364,1.0723851449,4.155958286,REFERRED
hr2206,1,2,5,0,0,22372.5263157895,1,0,0.0100250627,0.0601503759,0.629360559,2.0970452734,-1.4882191146,-0.5511553116,0.2643236779,0.8524252706,3.5532249916,REFERRED
hr2207,1,17,5,0,0,22372.5263157895,0.4117647059,0.18,0.1050583658,0.2010376135,0.7501141786,1.8217441878,-1.2465279936,-0.388850006,0.5150785682,1.1339712448,3.3976364149,REFERRED
hr2208,1,10,5,0,0,54725,0.5,0,0.0602134146,0.2538109756,0.9179962076,1.8374267218,-0.8310341904,-0.2374886658,0.5121698062,1.1376791184,3.8075439412,REPORTED
hr2209,1,1,5,0,0,54725,1,0.16,0.3079268293,0.5030487805,1.1183641575,2.3118897622,-1.1313366121,-0.215409905,0.5867044277,1.4225794905,4.6630186275,REFERRED
hr221,1,5,1,0,0,50946.1363636364,1,0.06,0.0602134146,0.2538109756,0.7801547062,1.6752250317,-0.8073250945,-0.2325612544,0.4492566324,0.9312126431,3.2980904681,REFERRED
hr2210,1,3,5,0,0,0,0.3333333333,0.0008648649,0.1050583658,0.2945544554,0.9418002585,2.1380041328,-1.1280950456,-0.4063004048,0.5597150903,1.2627420572,4.1626904361,REFERRED
hr2211,1,3,5,0,0,50755,0.3333333333,0.0034615385,0.0318021201,0.115942029,0.660509288,2.1015699519,-1.4942417538,-0.5655280538,0.2678455555,0.9751120687,3.8534170623,REFERRED
hr2212,1,1,5,0,0,66042,1,0.0026229508,0.015704154,0.0871327254,0.5935394352,2.332754897,-1.9652498561,-0.7013606058,0.3211991968,0.8863549371,3.8633600805,REFERRED
hr2213,1,11,5,0,0,59601.6666666667,0.3636363636,0,0.013986014,0.1165501166,0.8029832605,1.7186040053,-1.2012179892,-0.2539189976,0.7116982794,1.3917185277,2.8716701424,REFERRED
hr2214,1,22,5,0,0,26880.5714285714,0,0.0072727273,0.0509838998,0.1305903399,0.5801239657,2.1443667018,-1.9740810171,-0.6247690384,0.4292477522,1.176219382,3.5913296612,REFERRED
hr2215,1,5,5,0,0,11750.5666666667,0,0,0.0337142857,0.1388571429,0.7421202413,2.0680505167,-1.4825724869,-0.5979925841,0.451283991,1.1615334279,3.9268023553,REFERRED
hr2216,1,1,5,1,1,22990.25,1,0.0033333333,0.015704154,0.0871327254,0.8982480516,2.115816374,-1.2443296076,-0.4958954155,0.546783908,1.3203117452,3.92552679,PASS_OVER:HOUSE
hr2217,1,1,5,1,1,50709.3333333333,1,0.0022222222,0.1050583658,0.2010376135,0.8342632668,2.1300852864,-1.2033955063,-0.3669796828,0.3843407333,1.0056645815,4.0025313819,PASS_OVER:HOUSE
hr2218,1,55,6,1,1,22383.8125,0.7818181818,0.0009876543,0.015704154,0.0871327254,0.6159048084,1.0516831154,-0.3566893032,-0.0009134351,0.3524883345,0.7903350833,2.3354165596,PASS_OVER:HOUSE
hr2219,1,1,6,0,0,8169.696969697,1,0.24,0.015704154,0.0871327254,0.959880241,2.6647608566,-1.9242143202,-0.6259730983,0.6108289055,1.3526779501,4.6642005847,REFERRED
hr222,1,4,1,0,0,10097.375,0.5,0,0.0337142857,0.1388571429,0.7841824857,2.1494528069,-1.5167370696,-0.466584677,0.4687813847,1.0631456509,3.8913964581,REFERRED
hr2220,1,28,6,0,0,10097.375,1,0.0048780488,0.0437566702,0.1419423693,0.5769645968,1.5603324096,-0.784902241,-0.3582215731,0.1160404717,0.9589106609,2.9416340809,REFERRED
hr2221,1,13,6,0,0,24378,0.8461538462,0.0016666667,0.0509838998,0.1305903399,0.624768526,1.5903660448,-0.9159830984,-0.2643183229,0.3049495672,0.779695795,3.0045305993,REFERRED
hr2222,1,5,6,0,0,52790.3076923077,1,0.0030188679,0.0437566702,0.1419423693,0.5361701311,1.8330255095,-1.3554969525,-0.4976444216,0.1922010752,0.7767297715,3.2714822454,REFERRED
hr2224,1,77,6,0,0,133002.75,0.1428571429,0.0053333333,0.015704154,0.0871327254,0.8905162776,1.3564076698,-0.5777847154,0.0314374715,0.6976653077,1.1990988191,2.8506978076,REFERRED
hr2225,1,1,6,0,0,57033.3636363636,0,0,0.0078328982,0.0223118918,0.7923884025,2.0022994197,-1.244367438,-0.3558834591,0.400583064,1.0036040899,4.0815711907,REFERRED
hr2226,1,2,6,0,0,78050.9285714286,1,0.015,0.3079268293,0.5030487805,0.7707475538,2.1388193354,-1.4766971783,-0.4886204401,0.4365505844,1.229760663,3.7526563881,REPORTED
hr2227,1,1,6,0,0,48767.9285714286,1,0,0.0602134146,0.2538109756,0.7584039411,2.2229351951,-1.7818484193,-0.6688509819,0.5895906435,1.3001809845,4.0932064177,REFERRED
hr2228,1,3,6,0,0,19816.6666666667,0.3333333333,0,0.0347826087,0.1217391304,0.6887115616,2.0841466455,-1.4753334577,-0.4738356885,0.3834973213,0.9316863645,3.3323991664,REFERRED
hr2229,1,6,6,0,0,49700.5625,0.1666666667,0.24,0.0318021201,0.0671378092,0.7830060576,2.2617736473,-1.6444772016,-0.5744230496,0.5067298153,1.1239936005,4.1256260844,REFERRED
hr223,1,10,1,0,0,289897.923076923,0.1,0.0142857143,0.0058252427,0.0262135922,0.8536481472,2.3360360981,-1.3896724198,-0.5457639999,0.4506272872,1.0397317705,4.6064598457,REFERRED
hr2230,1,1,6,0,0,109976.4,0,0,0.013986014,0.1165501166,0.7905580599,2.3089201704,-1.6168860255,-0.5704691232,0.3804350228,1.2115163456,4.0847849514,REFERRED
hr2231,1,12,6,1,1,15892.3076923077,1,0,0.013986014,0.1165501166,0.5792905397,1.9466675307,-1.2798680808,-0.6252275976,0.1432417546,0.8083971429,3.7694525662,PASS_OVER:HOUSE
hr2232,1,8,6,0,0,51357.1111111111,0.625,0.1066666667,0.0509838998,0.1305903399,0.7132874683,2.4742931677,-1.8116315793,-0.8169989856,0.2838055172,0.9538890502,4.7842768036,REFERRED
hr2233,1,2,6,0,0,26711.3636363636,1,0.0066666667,0.015704154,0.0871327254,0.614674085,1.5987579445,-0.7867548253,-0.2621717242,0.2107544811,0.7767350964,2.6816971525,REFERRED
hr2234,1,1,6,0,0,169893,0,0.0084210526,0.0437566702,0.1419423693,0.835485224,2.1102080275,-1.220561961,-0.4054665722,0.395682654,1.1463105933,4.0186630346,REFERRED
hr2235,1,16,6,0,0,21363.6363636364,0.0625,0,0.0509838998,0.1305903399,0.7811022616,2.0409324779,-1.0980217422,-0.5117526383,0.3562316954,0.9917082474,4.0200575723,REFERRED
hr2236,1,7,6,0,0,25779.6666666667,0.5714285714,0.0066666667,0.0100250627,0.0601503759,0.7941478551,1.9809197153,-1.082161104,-0.3071632139,0.3440616223,0.8641518453,4.0878019714,REFERRED
hr2237,1,22,6,0,0,36947,0,0.1066666667,0.0078328982,0.0223118918,0.6678864393,2.1314450041,-1.6134641337,-0.5312951977,0.3638928174,1.0206006808,3.8526879278,REFERRED
hr2238,1,9,6,0,0,62318.3333333333,0.4444444444,0.0023188406,0.015704154,0.0871327254,0.5525156278,1.5032512441,-1.043657952,-0.334638087,0.3165698018,0.959824342,2.7535486783,REFERRED
hr2239,1,17,6,0,0,90292.7777777778,0.9411764706,0.0041666667,0.0058252427,0.0262135922,0.4047227472,1.6880245139,-1.0486131038,-0.6240535912,-0.070038572,0.7051044884,2.9439247075,REFERRED
hr224,1,1,1,0,0,38044.380952381,1,0.005,0.0078328982,0.0223118918,0.5936328273,1.9794868725,-1.498723169,-0.6544427287,0.3553426375,0.9424707599,3.4510994582,REFERRED
hr2240,1,16,6,0,0,38560.4736842105,0.125,0.001,0.0337142857,0.1388571429,0.8472631142,2.0606988287,-1.1126486242,-0.2766797361,0.4400234698,1.0693518722,3.8920288682,REFERRED
hr2241,1,19,6,0,0,245620.5,0.6842105263,0,0.0602134146,0.2538109756,0.8017610179,1.507309873,-0.7255570465,-0.0883418697,0.4872563845,1.2471411267,3.0131771854,REFERRED
hr2242,1,1,6,0,0,18152.8571428571,0,0.04,0.0058252427,0.0262135922,0.7335469391,2.0975182128,-1.3236013215,-0.4226554059,0.267056321,0.9130673881,3.7768807327,REFERRED
hr2243,1,1,6,0,0,360877.166666667,0,0,0.0078328982,0.0223118918,0.7558393243,2.4038712445,-1.7553626643,-0.617421731,0.290678803,1.0154566767,4.2199386597,REFERRED
hr2244,1,4,6,0,0,19799.3333333333,1,0,0.0078328982,0.0223118918,0.5265190671,2.2766516752,-1.9791281782,-0.6994222022,0.2096345573,0.7527121697,4.1780017316,REFERRED
