billid, x, binned score, bipartisan score, status
hr2188,1,0.0,0.0,REFERRED
hr2189,1,0.8,0.8,PASS_OVER:HOUSE
hr219,1,0.4,0.416666666667,PASS_OVER:HOUSE
hr2190,1,0.3,0.25,REFERRED
hr2191,1,0.0,0.0,REFERRED
hr2192,1,1.0,1.0,REFERRED
hr2193,1,0.0,0.0,REFERRED
hr2194,1,1.0,1.0,REFERRED
hr2195,1,0.0,0.0,REFERRED
hr2196,1,0.5,0.5,REFERRED
hr2197,1,0.0,0.0,PASS_OVER:HOUSE
hr2198,1,1.0,1.0,REFERRED
hr2199,1,0.3,0.305555555556,REFERRED
hr22,1,0.7,0.722222222222,REFERRED
hr220,1,1.0,1.0,REFERRED
hr2200,1,0.0,0.0,REFERRED
hr2201,1,0.0,0.0,REFERRED
hr2202,1,0.6,0.555555555556,REFERRED
hr2203,1,0.6,0.622950819672,PASS_OVER:HOUSE
hr2204,1,0.0,0.0,REFERRED
hr2205,1,0.0,0.0,REFERRED
hr2206,1,1.0,1.0,REFERRED
hr2207,1,0.4,0.411764705882,REFERRED
hr2208,1,0.5,0.5,REPORTED
hr2209,1,1.0,1.0,REFERRED
hr221,1,1.0,1.0,REFERRED
hr2210,1,0.0,0.0,REFERRED
hr2211,1,0.5,0.5,REFERRED
hr2212,1,1.0,1.0,REFERRED
hr2213,1,0.4,0.363636363636,REFERRED
hr2214,1,0.0,0.0,REFERRED
hr2215,1,0.0,0.0,REFERRED
hr2216,1,1.0,1.0,PASS_OVER:HOUSE
hr2217,1,1.0,1.0,PASS_OVER:HOUSE
hr2218,1,0.8,0.781818181818,PASS_OVER:HOUSE
hr2219,1,1.0,1.0,REFERRED
hr222,1,0.5,0.5,REFERRED
hr2220,1,1.0,1.0,REFERRED
hr2221,1,0.8,0.846153846154,REFERRED
hr2222,1,1.0,1.0,REFERRED
hr2223,1,0.6,0.642857142857,PASS_OVER:HOUSE
hr2224,1,0.1,0.123287671233,REFERRED
hr2225,1,0.0,0.0,REFERRED
hr2226,1,1.0,1.0,REPORTED
hr2227,1,1.0,1.0,REFERRED
hr2228,1,0.3,0.333333333333,REFERRED
hr2229,1,0.2,0.166666666667,REFERRED
hr223,1,0.1,0.111111111111,REFERRED
hr2230,1,0.0,0.0,REFERRED
hr2231,1,1.0,1.0,PASS_OVER:HOUSE
hr2232,1,0.6,0.625,REFERRED
hr2233,1,1.0,1.0,REFERRED
hr2234,1,0.0,0.0,REFERRED
hr2235,1,0.1,0.0625,REFERRED
hr2236,1,0.6,0.571428571429,REFERRED
hr2237,1,0.0,0.0,REFERRED
hr2238,1,0.4,0.444444444444,REFERRED
hr2239,1,0.9,0.941176470588,REFERRED
hr224,1,1.0,1.0,REFERRED
hr2240,1,0.1,0.125,REFERRED
hr2241,1,0.7,0.684210526316,REFERRED
hr2242,1,0.0,0.0,REFERRED
hr2243,1,0.0,0.0,REFERRED
hr2244,1,1.0,1.0,REFERRED
hr2245,1,1.0,1.0,REFERRED
hr2246,1,0.3,0.333333333333,REFERRED
hr2247,1,0.9,0.897435897436,REFERRED
hr2248,1,0.0,0.0,REFERRED
hr2249,1,0.1,0.133333333333,REFERRED
hr225,1,0.3,0.272727272727,PASS_OVER:HOUSE
hr2250,1,0.4,0.444444444444,REFERRED
hr2251,1,0.4,0.375,ENACTED:SIGNED
hr2252,1,0.3,0.333333333333,REFERRED
hr2253,1,1.0,1.0,REFERRED
hr2254,1,0.5,0.5,REFERRED
hr2255,1,0.2,0.2,REFERRED
hr2256,1,0.0,0.0,REFERRED
hr2257,1,0.0,0.0,REFERRED
hr2258,1,0.7,0.666666666667,REFERRED
hr2259,1,0.5,0.5,PASS_OVER:HOUSE
hr226,1,0.0,0.0,REFERRED
hr2260,1,0.5,0.5,REFERRED
hr2261,1,1.0,1.0,REFERRED
hr2262,1,0.5,0.5,REFERRED
hr2263,1,1.0,1.0,REFERRED
hr2264,1,1.0,1.0,REFERRED
hr2265,1,1.0,1.0,REFERRED
hr2266,1,0.0,0.0,REFERRED
hr2267,1,0.3,0.25,REFERRED
hr2268,1,0.0,0.0,REFERRED
hr2269,1,0.0,0.0,REFERRED
hr227,1,0.0,0.0,REFERRED
hr2270,1,1.0,1.0,REFERRED
hr2271,1,0.0,0.0,REFERRED
hr2272,1,0.5,0.5,REFERRED
hr2273,1,0.6,0.567567567568,REFERRED
hr2274,1,0.8,0.8,PASS_OVER:HOUSE
hr2275,1,0.0,0.0,REFERRED
hr2276,1,0.0,0.0,REFERRED
hr2277,1,1.0,1.0,REFERRED
hr2278,1,1.0,1.0,REPORTED
hr2279,1,1.0,1.0,PASS_OVER:HOUSE
hr228,1,1.0,1.0,REFERRED
hr2280,1,1.0,1.0,REFERRED
hr2281,1,0.5,0.5,REFERRED
hr2282,1,0.5,0.5,REFERRED
hr2283,1,0.5,0.544642857143,PASS_OVER:HOUSE
hr2284,1,1.0,1.0,REFERRED
hr2285,1,0.0,0.0,REFERRED
hr2286,1,0.0,0.0,REFERRED
hr2287,1,0.3,0.333333333333,REFERRED
hr2288,1,0.1,0.0857142857143,REFERRED
hr2289,1,0.9,0.884615384615,ENACTED:SIGNED
hr229,1,0.0,0.0,REFERRED
hr2290,1,0.0,0.0,REFERRED
hr2291,1,0.2,0.166666666667,ENACTED:SIGNED
hr2292,1,0.0,0.0,REFERRED
hr2293,1,0.3,0.333333333333,REFERRED
hr2294,1,0.0,0.0,REFERRED
hr2295,1,0.0,0.0,REFERRED
hr2296,1,0.3,0.294117647059,REFERRED
hr2297,1,0.0,0.0,REFERRED
hr2298,1,0.0,0.0,REFERRED
hr2299,1,0.5,0.5,REFERRED
hr23,1,1.0,1.0,REFERRED
hr230,1,0.3,0.333333333333,REFERRED
hr2300,1,1.0,0.983333333333,REFERRED
hr2301,1,0.7,0.666666666667,REFERRED
hr2302,1,0.3,0.307692307692,REFERRED
hr2303,1,0.0,0.0,REFERRED
hr2304,1,0.0,0.0,REFERRED
hr2305,1,0.6,0.567164179104,REFERRED
hr2306,1,0.0,0.0,REFERRED
hr2307,1,0.5,0.5,REFERRED
hr2308,1,0.0,0.0,REFERRED
hr2309,1,0.6,0.603603603604,REFERRED
hr231,1,0.0,0.0,REFERRED
hr2310,1,0.5,0.521739130435,REFERRED
hr2311,1,0.0,0.0,REFERRED
hr2312,1,0.8,0.833333333333,REFERRED
hr2313,1,0.3,0.294117647059,REFERRED
hr2314,1,1.0,1.0,REFERRED
hr2315,1,0.7,0.666666666667,REFERRED
hr2316,1,0.0,0.0,REFERRED
hr2317,1,0.1,0.0588235294118,REFERRED
hr2318,1,1.0,1.0,REPORTED
hr2319,1,0.5,0.529411764706,ENACTED:SIGNED
hr232,1,0.9,0.875,REFERRED
hr2320,1,0.0,0.0,REFERRED
hr2321,1,0.0,0.0,REFERRED
hr2322,1,0.1,0.0909090909091,REFERRED
hr2323,1,1.0,1.0,REFERRED
hr2324,1,0.2,0.235294117647,REFERRED
hr2325,1,0.5,0.5,REFERRED
hr2326,1,0.0,0.0,REFERRED
hr2327,1,1.0,1.0,REFERRED
hr2328,1,0.8,0.820754716981,REFERRED
hr2329,1,1.0,1.0,REFERRED
hr233,1,0.0,0.0,REFERRED
hr2330,1,0.7,0.714285714286,REFERRED
hr2331,1,1.0,1.0,REFERRED
hr2332,1,0.2,0.166666666667,REFERRED
hr2333,1,0.1,0.0714285714286,REFERRED
hr2334,1,0.3,0.25,REFERRED
hr2335,1,0.0,0.0,REFERRED
hr2336,1,1.0,1.0,REFERRED
hr2337,1,0.0,0.0,ENACTED:SIGNED
hr2338,1,0.3,0.333333333333,REFERRED
hr2339,1,0.0,0.0,REFERRED
hr234,1,0.5,0.5,REFERRED
hr2340,1,0.0,0.0,REFERRED
hr2341,1,0.4,0.4,REFERRED
hr2342,1,0.0,0.0,REFERRED
hr2343,1,0.0,0.0,REFERRED
hr2344,1,0.7,0.666666666667,REFERRED
hr2345,1,1.0,1.0,REFERRED
hr2346,1,1.0,1.0,REFERRED
hr2347,1,1.0,1.0,REFERRED
hr2348,1,1.0,1.0,REFERRED
hr2349,1,0.0,0.0,REFERRED
hr235,1,0.5,0.5,PASS_OVER:HOUSE
hr2350,1,0.0,0.0,REFERRED
hr2351,1,0.6,0.6,REFERRED
hr2352,1,0.0,0.0,REFERRED
hr2353,1,0.6,0.571428571429,PASS_OVER:HOUSE
hr2354,1,0.5,0.5,REFERRED
hr2355,1,0.3,0.333333333333,REFERRED
hr2356,1,0.3,0.333333333333,REFERRED
hr2357,1,1.0,1.0,REFERRED
hr2358,1,0.0,0.0,REFERRED
hr2359,1,0.0,0.0384615384615,REFERRED
hr236,1,0.0,0.0,REFERRED
hr2360,1,0.7,0.666666666667,REFERRED
hr2361,1,0.9,0.909090909091,REFERRED
hr2362,1,0.0,0.0,REFERRED
hr2363,1,0.0,0.0,REFERRED
hr2364,1,0.0,0.0,REFERRED
hr2365,1,1.0,1.0,REFERRED
hr2366,1,0.5,0.53488372093,REFERRED
hr2367,1,0.3,0.25,REFERRED
hr2368,1,0.0,0.0,REFERRED
hr2369,1,0.0,0.0,REFERRED
hr237,1,1.0,1.0,REFERRED
hr2370,1,0.0,0.0,REFERRED
hr2371,1,0.0,0.0,REFERRED
hr2372,1,0.0,0.0,REFERRED
hr2373,1,1.0,1.0,REFERRED
hr2374,1,0.5,0.5,PASS_OVER:HOUSE
hr2375,1,0.7,0.72972972973,REFERRED
hr2376,1,0.7,0.666666666667,REFERRED
hr2377,1,0.5,0.457627118644,REFERRED
hr2378,1,0.7,0.666666666667,REFERRED
hr2379,1,0.8,0.75,REFERRED
hr238,1,0.0,0.0,REFERRED
hr2380,1,1.0,1.0,REFERRED
hr2381,1,0.0,0.0,REFERRED
hr2382,1,0.7,0.666666666667,REFERRED
hr2383,1,0.7,0.705882352941,ENACTED:SIGNED
hr2384,1,0.0,0.0,REFERRED
hr2385,1,0.9,0.928571428571,REPORTED
hr2386,1,0.3,0.25,REFERRED
hr2387,1,0.3,0.28125,REFERRED
hr2388,1,1.0,1.0,ENACTED:SIGNED
hr2389,1,1.0,1.0,REFERRED
hr239,1,0.9,0.944444444444,REFERRED
hr2390,1,0.0,0.0,REFERRED
hr2391,1,0.8,0.75,ENACTED:SIGNED
hr2392,1,1.0,1.0,REFERRED
hr2393,1,0.0,0.0,REFERRED
hr2394,1,1.0,1.0,REFERRED
hr2395,1,0.5,0.5,REFERRED
hr2396,1,0.0,0.0,REFERRED
hr2397,1,0.0,0.0,PASS_OVER:HOUSE
hr2398,1,1.0,1.0,REFERRED
hr2399,1,0.5,0.481481481481,REFERRED
hr24,1,0.9,0.890829694323,PASS_OVER:HOUSE
hr240,1,1.0,1.0,REFERRED
hr2400,1,0.3,0.25,REFERRED
hr2401,1,1.0,1.0,REFERRED
hr2402,1,1.0,1.0,REFERRED
hr2403,1,1.0,1.0,REFERRED
hr2404,1,0.3,0.333333333333,REFERRED
hr2405,1,0.0,0.0,REFERRED
hr2406,1,0.0,0.0,REFERRED
hr2407,1,0.3,0.285714285714,REFERRED
hr2408,1,1.0,1.0,REFERRED
hr2409,1,1.0,1.0,REFERRED
hr241,1,0.8,0.846153846154,REFERRED
hr2410,1,1.0,1.0,REPORTED
hr2411,1,0.0,0.0,REFERRED
hr2412,1,0.4,0.428571428571,REFERRED
hr2413,1,0.7,0.666666666667,PASS_OVER:HOUSE
hr2414,1,0.6,0.6,REFERRED
hr2415,1,0.4,0.373913043478,REFERRED
hr2416,1,0.0,0.0277777777778,REFERRED
hr2417,1,1.0,0.967741935484,REFERRED
hr2418,1,1.0,1.0,REFERRED
hr2419,1,0.0,0.0,REFERRED
hr242,1,1.0,1.0,REFERRED
hr2420,1,0.0,0.0,REFERRED
hr2421,1,0.0,0.0,REFERRED
hr2422,1,0.0,0.0,REFERRED
hr2423,1,0.3,0.333333333333,REFERRED
hr2424,1,0.0,0.025641025641,REFERRED
hr2425,1,0.3,0.25,REFERRED
hr2426,1,0.2,0.190476190476,REFERRED
hr2427,1,1.0,1.0,REFERRED
hr2428,1,0.0,0.0,REFERRED
hr2429,1,1.0,0.968609865471,REFERRED
hr243,1,1.0,1.0,REFERRED
hr2430,1,0.3,0.269230769231,PASS_OVER:HOUSE
hr2431,1,0.3,0.333333333333,ENACTED:SIGNED
hr2432,1,0.0,0.0,REFERRED
hr2433,1,0.3,0.333333333333,REFERRED
hr2434,1,0.2,0.210526315789,REFERRED
hr2435,1,0.0,0.0,REFERRED
hr2436,1,0.0,0.0,REFERRED
hr2437,1,0.0,0.0,REFERRED
hr2438,1,0.8,0.75,REFERRED
hr2439,1,0.3,0.333333333333,REFERRED
hr244,1,0.0,0.0,REFERRED
hr2440,1,0.1,0.0714285714286,REFERRED
hr2441,1,0.5,0.5,REFERRED
hr2442,1,0.0,0.0,REFERRED
hr2443,1,1.0,1.0,REFERRED
hr2444,1,0.0,0.0,REFERRED
hr2445,1,1.0,1.0,REFERRED
hr2446,1,0.9,0.9375,REPORTED
hr2447,1,0.3,0.333333333333,REFERRED
hr2448,1,0.5,0.5,REFERRED
hr2449,1,0.6,0.619047619048,PASS_OVER:HOUSE
hr245,1,1.0,1.0,REFERRED
hr2450,1,0.1,0.0526315789474,REFERRED
hr2451,1,0.0,0.0,REFERRED
hr2452,1,0.0,0.0,REPORTED
hr2453,1,0.8,0.823008849558,REFERRED
hr2454,1,0.1,0.142857142857,REFERRED
hr2455,1,0.7,0.666666666667,REPORTED
hr2456,1,1.0,1.0,REFERRED
hr2457,1,0.0,0.0,REFERRED
hr2458,1,1.0,1.0,REFERRED
hr2459,1,0.0,0.025641025641,REFERRED
hr246,1,0.8,0.8,REFERRED
hr2460,1,0.0,0.0,REFERRED
hr2461,1,0.0,0.0,REFERRED
hr2462,1,0.0,0.0,REFERRED
hr2463,1,0.7,0.684210526316,REPORTED
hr2464,1,0.0,0.0,REFERRED
hr2465,1,0.0,0.0,REFERRED
hr2466,1,0.0,0.0,REFERRED
hr2467,1,0.0,0.0,REFERRED
hr2468,1,0.3,0.270833333333,REFERRED
hr2469,1,0.0,0.0,REFERRED
hr247,1,1.0,1.0,REFERRED
hr2470,1,0.3,0.333333333333,REFERRED
hr2471,1,0.5,0.5,REFERRED
hr2472,1,1.0,1.0,REFERRED
hr2473,1,1.0,1.0,REFERRED
hr2474,1,0.0,0.0,REFERRED
hr2475,1,0.2,0.193548387097,REFERRED
hr2476,1,0.6,0.555555555556,REFERRED
hr2477,1,0.1,0.142857142857,REFERRED
hr2478,1,0.9,0.866666666667,REFERRED
hr2479,1,0.0,0.0,REFERRED
hr248,1,1.0,1.0,REFERRED
hr2480,1,0.0,0.0,REFERRED
hr2481,1,1.0,1.0,PASS_OVER:HOUSE
hr2482,1,0.1,0.0571428571429,REFERRED
hr2483,1,0.0,0.0,REFERRED
hr2484,1,0.3,0.25,REFERRED
hr2485,1,0.0,0.0,REFERRED
hr2486,1,0.0,0.0,REFERRED
hr2487,1,0.0,0.0,REFERRED
hr2488,1,0.0,0.0,REFERRED
hr2489,1,0.0,0.0,REFERRED
hr249,1,1.0,1.0,PROV_KILL:SUSPENSIONFAILED
hr2490,1,0.0,0.0,REFERRED
hr2491,1,0.0,0.0,REFERRED
hr2492,1,1.0,1.0,REFERRED
hr2493,1,0.2,0.222222222222,REFERRED
hr2494,1,0.6,0.6,REFERRED
hr2495,1,0.3,0.347826086957,PASS_OVER:HOUSE
hr2496,1,1.0,1.0,REFERRED
hr2497,1,0.3,0.25,REFERRED
hr2498,1,0.0,0.0,REFERRED
hr2499,1,0.1,0.0571428571429,REFERRED
hr25,1,0.9,0.934210526316,REFERRED
hr250,1,1.0,1.0,REFERRED
hr2500,1,0.6,0.644736842105,REFERRED
hr2501,1,0.9,0.857142857143,REFERRED
hr2502,1,0.0,0.0,REFERRED
hr2503,1,1.0,1.0,REFERRED
hr2504,1,0.4,0.357142857143,REFERRED
hr2505,1,0.0,0.0,REFERRED
hr2506,1,0.5,0.468085106383,REFERRED
hr2507,1,1.0,1.0,REFERRED
hr2508,1,0.6,0.615384615385,REFERRED
hr2509,1,0.1,0.0645161290323,REFERRED
hr251,1,1.0,1.0,ENACTED:SIGNED
hr2510,1,0.1,0.107142857143,REFERRED
hr2511,1,1.0,0.973684210526,REFERRED
hr2512,1,0.0,0.0,REFERRED
hr2513,1,1.0,1.0,REFERRED
hr2514,1,1.0,1.0,REFERRED
hr2515,1,0.0,0.0,REFERRED
hr2516,1,0.0,0.0,REFERRED
hr2517,1,0.0,0.0,REFERRED
hr2518,1,0.4,0.444444444444,REFERRED
hr2519,1,0.0,0.0,REFERRED
hr252,1,1.0,1.0,REFERRED
hr2520,1,0.0,0.0,REFERRED
hr2521,1,0.2,0.2,REFERRED
hr2522,1,0.0,0.0,REFERRED
hr2523,1,0.0,0.010989010989,REFERRED
hr2524,1,0.5,0.5,REFERRED
hr2525,1,0.5,0.5,REFERRED
hr2526,1,0.0,0.0,REFERRED
hr2527,1,0.0,0.0357142857143,PASS_OVER:HOUSE
hr2528,1,0.0,0.0,REFERRED
hr2529,1,0.0,0.016393442623,REFERRED
hr253,1,1.0,1.0,PASS_OVER:HOUSE
hr2530,1,0.9,0.9,PASS_OVER:HOUSE
hr2531,1,0.9,0.9,PASS_OVER:HOUSE
hr2532,1,0.8,0.8,REFERRED
hr2533,1,0.8,0.8,REFERRED
hr2534,1,0.5,0.5,REFERRED
hr2535,1,0.9,0.857142857143,REFERRED
hr2536,1,0.5,0.533898305085,REFERRED
hr2537,1,1.0,1.0,REFERRED
hr2538,1,0.4,0.384615384615,REFERRED
hr2539,1,0.0,0.0,REFERRED
hr254,1,1.0,1.0,ENACTED:SIGNED
hr2540,1,0.2,0.190476190476,REFERRED
hr2541,1,1.0,0.973684210526,REFERRED
hr2542,1,0.9,0.9,REPORTED
hr2543,1,0.4,0.444444444444,REFERRED
hr2544,1,1.0,1.0,REFERRED
hr2545,1,0.0,0.0,REFERRED
hr2546,1,0.9,0.875,REFERRED
hr2547,1,0.8,0.846153846154,REFERRED
hr2548,1,0.4,0.381355932203,PASS_OVER:HOUSE
hr2549,1,0.0,0.0,REFERRED
hr255,1,1.0,1.0,ENACTED:SIGNED
hr2550,1,0.0,0.0,REFERRED
hr2551,1,0.0,0.0,REFERRED
hr2552,1,0.0,0.0,REFERRED
hr2553,1,0.0,0.0,REFERRED
hr2554,1,0.5,0.5,REFERRED
hr2555,1,0.0,0.0,REFERRED
hr2556,1,0.0,0.0,REFERRED
hr2557,1,1.0,1.0,REFERRED
hr2558,1,0.0,0.0,REFERRED
hr2559,1,0.0,0.0,REFERRED
hr256,1,1.0,1.0,REFERRED
hr2560,1,0.0,0.0,REFERRED
hr2561,1,0.4,0.4,REFERRED
hr2562,1,0.0,0.0,REFERRED
hr2563,1,0.0,0.0,REFERRED
hr2564,1,0.0,0.0,REFERRED
hr2565,1,0.9,0.910256410256,PASS_OVER:HOUSE
hr2566,1,0.0,0.0,REFERRED
hr2567,1,0.0,0.0,REFERRED
hr2568,1,0.0,0.0,REFERRED
hr2569,1,0.0,0.0,PASS_OVER:HOUSE
hr257,1,0.0,0.0,REFERRED
hr2570,1,1.0,1.0,REFERRED
hr2571,1,1.0,1.0,REPORTED
hr2572,1,1.0,1.0,REFERRED
hr2573,1,0.5,0.5,REFERRED
hr2574,1,0.0,0.0,REFERRED
hr2575,1,0.9,0.947867298578,PASS_OVER:HOUSE
hr2576,1,0.5,0.5,ENACTED:SIGNED
hr2577,1,1.0,1.0,REFERRED
hr2578,1,0.2,0.166666666667,REFERRED
hr2579,1,1.0,1.0,REPORTED
hr258,1,0.8,0.7578125,ENACTED:SIGNED
hr2580,1,0.0,0.0,REFERRED
hr2581,1,0.7,0.7,REFERRED
hr2582,1,0.0,0.0,REFERRED
hr2583,1,0.0,0.0,REFERRED
hr2584,1,0.0,0.0,REFERRED
hr2585,1,0.0,0.0,REFERRED
hr2586,1,0.1,0.0833333333333,REFERRED
hr2587,1,0.0,0.0,REFERRED
hr2588,1,1.0,1.0,REFERRED
hr2589,1,1.0,1.0,REFERRED
hr259,1,1.0,0.975,REFERRED
hr2590,1,0.4,0.35593220339,REFERRED
hr2591,1,0.4,0.368421052632,REFERRED
hr2592,1,0.0,0.0,REFERRED
hr2593,1,0.7,0.666666666667,REFERRED
hr2594,1,0.1,0.142857142857,REFERRED
hr2595,1,0.0,0.0,REFERRED
hr2596,1,0.5,0.5,REFERRED
hr2597,1,1.0,1.0,REFERRED
hr2598,1,0.0,0.0,REFERRED
hr2599,1,0.0,0.0,REFERRED
hr26,1,0.0,0.0,REFERRED
hr260,1,1.0,1.0,REFERRED
hr2600,1,0.5,0.5,ENACTED:SIGNED
hr2601,1,0.0,0.0,REFERRED
hr2602,1,1.0,1.0,REFERRED
hr2603,1,1.0,1.0,REFERRED
hr2604,1,0.0,0.0,REFERRED
hr2605,1,0.0,0.0,REFERRED
hr2606,1,0.3,0.285714285714,REFERRED
hr2607,1,0.4,0.356164383562,REFERRED
hr2608,1,0.0,0.0,REFERRED
hr2609,1,1.0,1.0,PASS_OVER:HOUSE
hr261,1,0.0,0.0,REFERRED
hr2610,1,1.0,1.0,REPORTED
hr2611,1,0.5,0.5,ENACTED:SIGNED
hr2612,1,0.6,0.6,REPORTED
hr2613,1,0.0,0.0,REFERRED
hr2614,1,0.3,0.333333333333,REFERRED
hr2615,1,0.8,0.777777777778,REFERRED
hr2616,1,0.0,0.0,REFERRED
hr2617,1,0.0,0.0,REFERRED
hr2618,1,0.0,0.0,REFERRED
hr2619,1,0.0,0.0277777777778,REFERRED
hr262,1,0.4,0.413793103448,REFERRED
hr2620,1,0.0,0.0,REFERRED
hr2621,1,0.0,0.0,REFERRED
hr2622,1,0.0,0.0,REFERRED
hr2623,1,0.0,0.0,REFERRED
hr2624,1,0.5,0.5,REFERRED
hr2625,1,1.0,1.0,REFERRED
hr2626,1,0.0,0.0,REFERRED
hr2627,1,1.0,1.0,REFERRED
hr2628,1,0.8,0.75,REFERRED
hr2629,1,1.0,1.0,REPORTED
hr263,1,0.5,0.5,REFERRED
hr2630,1,1.0,1.0,REFERRED
hr2631,1,1.0,1.0,REFERRED
hr2632,1,0.0,0.0,REFERRED
hr2633,1,0.1,0.0540540540541,REFERRED
hr2634,1,0.5,0.5,REFERRED
hr2635,1,0.0,0.0,REFERRED
hr2636,1,0.0,0.0,REFERRED
hr2637,1,0.8,0.818181818182,REPORTED
hr2638,1,0.6,0.607843137255,REFERRED
hr2639,1,0.5,0.5,REFERRED
hr264,1,0.0,0.0,REFERRED
hr2640,1,1.0,1.0,PASS_OVER:HOUSE
hr2641,1,0.6,0.615384615385,PASS_OVER:HOUSE
hr2642,1,1.0,1.0,ENACTED:SIGNED
hr2643,1,0.5,0.481481481481,REFERRED
hr2644,1,0.3,0.25,REFERRED
hr2645,1,1.0,1.0,REFERRED
hr2646,1,0.2,0.210526315789,REFERRED
hr2647,1,0.6,0.555555555556,REFERRED
hr2648,1,0.0,0.0,REFERRED
hr2649,1,1.0,1.0,REFERRED
hr265,1,0.0,0.0,REFERRED
hr2650,1,0.0,0.0,ENACTED:SIGNED
hr2651,1,0.6,0.555555555556,REFERRED
hr2652,1,0.1,0.0909090909091,REFERRED
hr2653,1,0.0,0.0,REFERRED
hr2654,1,0.3,0.269230769231,REFERRED
hr2655,1,1.0,1.0,PASS_OVER:HOUSE
hr2656,1,0.4,0.444444444444,REFERRED
hr2657,1,1.0,1.0,REPORTED
hr2658,1,0.6,0.571428571429,REFERRED
hr2659,1,0.0,0.0,REFERRED
hr266,1,0.0,0.0,REFERRED
hr2660,1,0.0,0.0,REFERRED
hr2661,1,0.9,0.888888888889,REFERRED
hr2662,1,0.3,0.317073170732,REFERRED
hr2663,1,0.5,0.489583333333,REFERRED
hr2664,1,0.5,0.454545454545,REFERRED
hr2665,1,0.0,0.0,REFERRED
hr2666,1,0.5,0.5,REFERRED
hr2667,1,1.0,1.0,PASS_OVER:HOUSE
hr2668,1,1.0,1.0,PASS_OVER:HOUSE
hr2669,1,0.0,0.0,REFERRED
hr267,1,0.5,0.5,ENACTED:SIGNED
hr2670,1,0.0,0.0,REFERRED
hr2671,1,0.8,0.777777777778,REFERRED
hr2672,1,0.7,0.714285714286,PASS_OVER:HOUSE
hr2673,1,0.9,0.927272727273,REPORTED
hr2674,1,1.0,1.0,REFERRED
hr2675,1,0.1,0.135135135135,REFERRED
hr2676,1,0.0,0.0,REFERRED
hr2677,1,0.4,0.384615384615,REFERRED
hr2678,1,0.6,0.551724137931,PASS_OVER:HOUSE
hr2679,1,1.0,1.0,REFERRED
hr268,1,0.0,0.0,REFERRED
hr2680,1,1.0,1.0,REFERRED
hr2681,1,1.0,1.0,REFERRED
hr2682,1,1.0,0.980891719745,REFERRED
hr2683,1,1.0,1.0,REFERRED
hr2684,1,0.0,0.0,REFERRED
hr2685,1,0.0,0.0,REFERRED
hr2686,1,0.5,0.488888888889,REFERRED
hr2687,1,0.9,0.857142857143,REPORTED
hr2688,1,1.0,1.0,REFERRED
hr2689,1,0.4,0.357142857143,REPORTED
hr269,1,0.0,0.0142857142857,REFERRED
hr2690,1,0.0,0.0,REFERRED
hr2691,1,0.2,0.2,REFERRED
hr2692,1,0.0,0.027027027027,REFERRED
hr2693,1,0.7,0.666666666667,REFERRED
hr2694,1,0.4,0.386363636364,REFERRED
hr2695,1,0.0,0.0,REFERRED
hr2696,1,0.5,0.5,REFERRED
hr2697,1,0.1,0.0847457627119,REFERRED
hr2698,1,0.0,0.0,REFERRED
hr2699,1,0.0,0.0,REFERRED
hr27,1,0.0,0.0,REFERRED
hr270,1,0.0,0.0322580645161,REFERRED
hr2700,1,0.9,0.888888888889,REFERRED
hr2701,1,0.5,0.5,REFERRED
hr2702,1,0.0,0.0232558139535,REFERRED
hr2703,1,0.6,0.571428571429,REFERRED
hr2704,1,0.5,0.5,REFERRED
hr2705,1,0.5,0.5,REFERRED
hr2706,1,0.0,0.0,REFERRED
hr2707,1,0.5,0.5,REFERRED
hr2708,1,0.8,0.75,REFERRED
hr2709,1,0.5,0.454545454545,REFERRED
hr271,1,0.8,0.75,PASS_OVER:HOUSE
hr2710,1,1.0,1.0,REFERRED
hr2711,1,1.0,1.0,REPORTED
hr2712,1,0.0,0.0,REFERRED
hr2713,1,1.0,1.0,REFERRED
hr2714,1,1.0,1.0,REFERRED
hr2715,1,0.2,0.166666666667,REFERRED
hr2716,1,0.0,0.0,REFERRED
hr2717,1,0.8,0.803921568627,REFERRED
hr2718,1,1.0,1.0,REFERRED
hr2719,1,0.5,0.5,PASS_OVER:HOUSE
hr272,1,0.2,0.231707317073,ENACTED:SIGNED
hr2720,1,0.5,0.48,REFERRED
hr2721,1,0.0,0.0,REFERRED
hr2722,1,0.5,0.5,REFERRED
hr2723,1,0.0,0.0,REFERRED
hr2724,1,1.0,1.0,REFERRED
hr2725,1,0.5,0.522727272727,REFERRED
hr2726,1,0.9,0.875,REFERRED
hr2727,1,0.4,0.4375,REFERRED
hr2728,1,0.9,0.9,PASS_OVER:HOUSE
hr2729,1,0.5,0.5,REFERRED
hr273,1,1.0,0.959183673469,PASS_OVER:HOUSE
hr2730,1,0.0,0.0,REFERRED
hr2731,1,0.7,0.7,REFERRED
hr2732,1,1.0,1.0,REFERRED
hr2733,1,1.0,1.0,REFERRED
hr2734,1,0.2,0.176470588235,REFERRED
hr2735,1,0.4,0.444444444444,REFERRED
hr2736,1,0.3,0.25,REFERRED
hr2737,1,0.0,0.0,REFERRED
hr2738,1,0.0,0.0,REFERRED
hr2739,1,0.4,0.4,REFERRED
hr274,1,0.1,0.0697674418605,REFERRED
hr2740,1,0.0,0.0,REFERRED
hr2741,1,1.0,1.0,REFERRED
hr2742,1,1.0,1.0,REFERRED
