hr1702,1,2,6.75,1,0.0,REFERRED
hr1703,1,5,6.0,1,0.25,REFERRED
s1694,1,10,3.86666666667,1,0.1,REFERRED
hr1380,1,3,8.66666666667,2,0.4,REPORTED
hr1381,1,2,7.8,1,0.25,REFERRED
hr1382,1,6,1.0,1,0.45,REFERRED
hr1383,1,3,6.66666666667,1,0.2,REFERRED
hr1384,1,3,6.66666666667,1,0.4,REPORTED
hr1929,1,2,6.83333333333,2,0.95,REFERRED
hr1438,1,11,1.66666666667,1,0.0,REFERRED
hr1387,1,3,5.375,1,0.05,REFERRED
hr1924,1,1,14.8333333333,6,0.3,REFERRED
hr1389,1,14,1.66666666667,1,0.1,REFERRED
hr1434,1,1,13.0,5,0.95,REFERRED
hr1435,1,7,4.16666666667,1,0.0,REFERRED
hr1920,1,14,2.33333333333,1,0.15,REFERRED
hr1433,1,4,8.0,1,0.1,REFERRED
hr1922,1,2,7.125,2,0.2,REFERRED
hr1923,1,2,11.5,4,0.2,REFERRED
hr4350,1,1,13.0,5,0.95,REPORTED
hr4351,1,3,10.2857142857,5,0.1,REFERRED
hr4352,1,4,11.3333333333,3,0.1,REFERRED
hr4353,1,2,13.25,8,0.3,REFERRED
hr4354,1,2,9.66666666667,3,0.0,REFERRED
hr4355,1,2,9.66666666667,3,0.0,PASS_OVER:HOUSE
hr4356,1,2,9.71428571429,1,0.65,REFERRED
hr4357,1,4,4.77777777778,1,0.1,REFERRED
hr4606,1,2,12.5,7,0.0,REFERRED
hr4607,1,2,12.5,7,0.15,REFERRED
hr4604,1,5,8.0,1,0.45,REPORTED
hr4605,1,2,17.75,12,0.45,REFERRED
hr4602,1,2,9.33333333333,4,0.0,REFERRED
hr4603,1,6,4.6,1,0.0,REFERRED
hr4600,1,6,3.36363636364,1,0.0,REFERRED
hr4601,1,1,6.375,3,0.95,REFERRED
hr3878,1,1,9.25,4,0.05,REFERRED
hr3879,1,2,9.71428571429,1,0.3,REFERRED
s1696,1,1,5.27777777778,1,0.2,REFERRED
hr3870,1,10,8.0,4,0.3,REFERRED
hr3871,1,5,6.0,1,0.95,REFERRED
hr3872,1,2,9.375,1,0.8,REFERRED
hr3873,1,7,7.33333333333,3,0.3,REFERRED
hr3874,1,1,11.4444444444,1,0.0,REFERRED
hr3875,1,7,4.5,1,0.95,REFERRED
hr3876,1,5,6.33333333333,1,0.45,REFERRED
hr3877,1,5,3.66666666667,1,0.2,REFERRED
hr1658,1,2,6.375,1,0.2,REFERRED
hr1659,1,4,9.5,4,0.65,REFERRED
hr1652,1,3,6.6,2,0.05,REFERRED
hr1653,1,2,10.6666666667,4,0.25,REFERRED
hr1650,1,12,2.57142857143,1,0.0,REFERRED
hr1651,1,5,8.66666666667,4,0.0,REFERRED
hr1656,1,3,6.66666666667,1,0.95,REFERRED
hr1657,1,3,15.3333333333,8,0.2,REFERRED
hr1654,1,2,10.6666666667,4,0.3,REFERRED
hr1655,1,3,4.33333333333,1,0.0,REFERRED
s2530,1,5,4.6875,1,0.0,REFERRED
hr3388,1,9,3.0,1,0.45,REFERRED
hr3389,1,7,6.0,1,0.95,REPORTED
s2827,1,1,5.27777777778,1,0.0,REFERRED
hr3382,1,2,10.3333333333,5,0.35,REFERRED
hr3383,1,1,14.5,7,0.1,REFERRED
hr3380,1,19,11.2857142857,1,0.0,REFERRED
hr3381,1,7,5.0,1,0.95,REPORTED
hr3386,1,14,6.2,1,0.1,REFERRED
hr3387,1,1,13.3333333333,7,0.3,REFERRED
hr3384,1,1,10.8333333333,4,0.05,REFERRED
hr3385,1,1,8.16666666667,1,0.0,REFERRED
s2533,1,7,3.9375,1,0.1,REFERRED
s2534,1,3,5.41176470588,1,0.95,REPORTED
s2535,1,5,4.46666666667,1,0.0,REFERRED
s2536,1,7,4.85714285714,1,0.45,REFERRED
s2537,1,3,3.55555555556,1,0.0,REFERRED
hr3126,1,2,11.4285714286,4,0.0,REFERRED
hr3127,1,2,7.16666666667,1,0.0,REFERRED
hr3124,1,9,7.66666666667,3,0.95,REFERRED
hr3657,1,2,10.7142857143,2,0.55,REFERRED
hr3650,1,8,6.0,2,0.15,REFERRED
hr3651,1,11,1.66666666667,1,0.0,REFERRED
hr3120,1,10,3.0,1,0.45,REFERRED
hr3653,1,11,2.875,1,0.0,REFERRED
hr3658,1,9,3.75,1,0.1,ENACTED:SIGNED
hr3659,1,6,5.85714285714,2,0.95,REFERRED
