213 0.2
213 0.2
213 0.2
213 0.2
213 0.2
213 0.2
213 0.4
213 0.2
213 0.2
213 0.2
204 0.2
204 0.2
204 0.2
204 0.2
204 0.2
204 0.2
204 0.2
204 0.2
204 0.2
204 0.2
122 0.2
122 0.2
122 0.2
122 0.4
122 0.2
122 0.2
122 0.4
122 0.2
122 0.4
122 0.2
205 0.2
103 0.2
103 0.2
103 0.2
103 0.8
103 0.2
103 0.2
103 0.2
103 0.2
103 0.2
215 0.2
215 0.2
227 0.2
227 0.2
227 0.2
227 0.2
227 0.8
227 1.0
227 0.2
227 0.2
227 0.2
227 0.2
424 0.4
424 0.2
424 0.2
424 0.2
424 0.2
424 0.6
423 0.2
423 0.2
424 1.0
423 0.2
103 0.2
103 0.2
103 0.2
103 0.2
103 0.2
103 0.2
103 0.2
103 0.2
103 0.2
103 0.2
207 0.2
207 0.2
207 0.2
207 0.2
207 0.4
207 0.2
207 0.6
207 0.2
207 0.2
207 0.6
213 0.2
213 1.0
213 0.4
213 0.2
213 1.0
213 0.4
213 0.2
213 0.2
213 0.2
213 0.2
516 0.4
118 0.2
118 1.0
118 0.2
118 0.2
118 0.8
118 0.2
118 0.8
118 0.2
118 0.2
118 0.2
115 0.2
115 0.2
115 0.2
115 0.2
115 1.0
115 0.2
115 0.2
115 0.2
115 0.2
115 0.2
507 0.2
507 0.2
507 0.2
507 0.2
507 0.2
507 0.2
507 0.2
507 0.2
507 0.2
507 0.2
508 0.2
508 0.2
508 0.2
508 0.2
508 0.2
508 0.2
508 0.2
508 0.2
508 0.2
508 0.2
213 0.2
213 0.2
213 0.2
213 0.2
213 0.2
213 0.4
213 0.2
213 0.2
213 0.2
213 0.2
204 0.2
204 0.2
204 0.2
205 0.2
205 0.2
205 0.2
205 0.2
205 0.2
205 0.2
205 0.2
122 0.2
122 0.2
122 0.2
122 1.0
122 0.2
122 0.2
122 0.6
122 0.2
122 0.2
122 0.2
215 0.2
215 0.2
215 0.2
103 0.2
103 0.2
103 0.2
103 0.2
215 0.2
215 0.2
103 0.2
103 0.2
215 0.2
215 0.2
215 0.2
215 0.2
215 0.2
215 0.2
215 0.2
215 0.2
215 0.2
307 0.2
307 0.2
307 0.2
307 0.2
307 0.2
215 0.2
307 0.2
307 0.2
307 0.2
307 0.4
322 0.2
322 0.4
322 0.2
322 0.2
322 0.2
322 0.4
321 0.2
322 0.2
322 0.2
322 1.0
227 0.2
228 0.2
227 0.2
227 0.2
227 0.2
227 0.2
227 1.0
227 0.2
227 0.2
227 0.4
103 0.2
103 0.2
103 0.2
103 0.2
103 0.2
103 0.2
103 0.2
103 0.2
103 0.8
103 0.2
211 1.0
211 0.2
211 0.2
211 0.2
211 0.2
211 0.2
211 0.2
211 0.2
211 0.2
211 0.2
306 0.2
306 0.2
306 1.0
306 0.2
306 0.2
306 0.2
306 0.2
306 0.2
306 0.2
306 0.2
213 0.2
213 0.2
213 0.6
213 0.2
213 0.2
213 0.4
213 0.4
213 0.2
213 0.2
213 0.2
115 0.2
115 0.8
115 0.2
115 0.2
115 0.2
115 0.2
115 0.8
118 1.0
118 0.2
118 0.2
425 0.2
115 0.2
115 0.2
115 0.2
115 0.2
115 0.2
115 0.4
115 0.2
115 0.8
115 1.0
115 0.8
507 0.2
507 0.2
506 0.2
506 0.2
506 0.2
506 0.2
506 0.2
506 0.2
506 0.2
506 0.4
606 0.8
915 0.8
514 0.8
306 0.8
315 0.8
915 0.8
509 0.2
509 0.2
509 0.2
509 0.2
509 0.2
509 0.2
509 0.2
508 0.2
509 0.4
509 0.2
213 0.8
213 0.8
213 1.0
213 0.2
213 0.2
213 0.2
213 0.2
213 0.2
213 0.2
213 0.2
204 0.2
204 0.2
204 0.2
204 0.2
204 0.2
204 0.2
204 0.2
204 0.2
204 0.2
204 0.4
123 0.2
123 0.2
123 0.2
123 0.2
123 0.2
123 0.2
123 0.2
123 0.2
123 0.2
123 0.2
123 0.2
123 0.2
123 0.2
123 0.2
123 0.2
123 0.2
123 0.2
123 0.2
123 0.2
123 0.2
307 0.2
307 0.2
306 0.2
306 0.2
306 0.2
306 0.2
307 0.2
306 0.2
307 0.2
307 0.4
321 0.4
321 0.2
321 0.2
321 0.2
321 0.2
321 0.2
321 0.2
321 0.2
321 0.2
321 0.2
227 0.2
227 0.2
227 0.2
226 0.2
226 0.2
226 0.2
